Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;1.2827425962132437;0;[];0;0;380;[0.10304006640718201, 0.003, 0.055812082014160234];[];False;1;;[0.1015446104194479, 0.1022796650574867, 0.10304006640718201];[0.0029000000000000002, 0.0, 0.003];[0.05636295264855997, 0.05609218572656688, 0.055812082014160234];1.290228479857493e-11;False;0.006111452124257685
1;380;0.1803506145546365;0;[];0;0;380;[0.14888126172881078, 0.003, 0.01548125810811364];[];False;1;;[0.14889378682869525, 0.1488876304236673, 0.14888126172881078];[0.0029000000000000002, 0.0, 0.003];[0.018330565149460645, 0.016930058298629067, 0.01548125810811364];1.3832354687838294e-11;False;0.0065520002666358875
2;380;0.18631404511540137;6.227234832046982;[[0.27014499272700165, 0.0016630792224177052, 0.07928018174975027]];1.1407419097498723;-0.17877727455250297;428.9659788801306;[];[0.23392332009446018, 0.0021862713935269593, 0.21721864878919714];False;16;0.2683799504570655;[0.10543085341702682, 0.11825874020315708, 0.131528967912947, 0.1447991956227369, 0.15806942333252683, 0.17133965104231674, 0.18460987875210666, 0.19788010646189658, 0.2111503341716865, 0.2244205618814764, 0.23769078959126633, 0.25096101730105624, 0.26423124501084616, 0.27014499272700165, 0.2793481942676844, 0.29594969120774645, 0.31255118814780847, 0.3291526850878705, 0.3457541820279325, 0.36235567896799453, 0.37895717590805655, 0.3955586728481186, 0.4, 0.38783983021181945, 0.3712383332717574, 0.3546368363316954, 0.3380353393916334, 0.32143384245157136, 0.30483234551150934, 0.2882308485714473, 0.2716293516313853, 0.2550278546913233, 0.23842635775126123, 0.23392332009446018];[0.0029000000000000002, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0016630792224177052, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0021974228888064027, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0021862713935269593];[0.0005681277196205382, 0.006698198410771732, 0.013039650849893657, 0.019381103289015583, 0.025722555728137506, 0.032064008167259433, 0.03840546060638136, 0.04474691304550328, 0.051088365484625205, 0.05742981792374713, 0.06377127036286906, 0.07011272280199099, 0.07645417524111292, 0.07928018174975027, 0.08356994039128084, 0.09130816220965156, 0.09904638402802228, 0.106784605846393, 0.11452282766476372, 0.12226104948313445, 0.12999927130150518, 0.1377374931198759, 0.13980766635746364, 0.14547571493824663, 0.15321393675661735, 0.16095215857498807, 0.1686903803933588, 0.1764286022117295, 0.18416682403010023, 0.19190504584847096, 0.19964326766684168, 0.2073814894852124, 0.21511971130358312, 0.21721864878919714];1.1093881053057735e-09;False;0.5171649981759857
3;380;0.6863173572547773;0;[];0;0;380;[];[0.1674775071907432, 0.0015667321650937715, 0.180209333886635];False;12;0.27532653351515757;[0.019060466668235642, 0.024929691240148138, 0.031001302866264513, 0.037072914492380885, 0.043144526118497256, 0.04921613774461363, 0.05528774937073, 0.06135936099684637, 0.06743097262296274, 0.07350258424907911, 0.07957419587519549, 0.08564580750131186, 0.09171741912742823, 0.0977890307535446, 0.10386064237966097, 0.10993225400577734, 0.11600386563189372, 0.12207547725801009, 0.12814708888412646, 0.13421870051024284, 0.14029031213635923, 0.14636192376247562, 0.152433535388592, 0.1585051470147084, 0.16457675864082477, 0.1674775071907432];[0.0029000000000000002, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0015667321650937715];[0.056795532842815445, 0.061675992061308346, 0.06672474297699066, 0.07177349389267297, 0.07682224480835528, 0.0818709957240376, 0.08691974663971991, 0.09196849755540222, 0.09701724847108453, 0.10206599938676685, 0.10711475030244916, 0.11216350121813147, 0.11721225213381378, 0.1222610030494961, 0.1273097539651784, 0.1323585048808607, 0.137407255796543, 0.1424560067122253, 0.1475047576279076, 0.1525535085435899, 0.1576022594592722, 0.1626510103749545, 0.1676997612906368, 0.1727485122063191, 0.1777972631220014, 0.180209333886635];4.359254570384321e-10;False;0.20648571954711356
4;380;0.241305889519757;0;[];0;0;380;[0.12182897334128728, 0.003, 0.07408591312529528];[];False;1;;[0.1219115840372019, 0.12187097877988794, 0.12182897334128728];[0.0029000000000000002, 0.0, 0.003];[0.07045532490061716, 0.07223985131613692, 0.07408591312529528];1.4626275850679373e-11;False;0.006928058558084716
5;380;4.910524329434362;0;[];0;0;380;[0.03135160388216371, 0.003, 0.015206437935328582];[];False;1;;[0.03634577351666665, 0.03389101217089402, 0.03135160388216371];[0.0029000000000000002, 0.0, 0.003];[0.004834997124694345, 0.009932823963819648, 0.015206437935328582];2.7308271414226296e-11;False;0.012935165821383219
6;380;2.8340692549964217;0.04842245081190926;[[0.22724576747812997, 0.0001409088075361312, 0.14939560537797847], [0.1970071043327885, 0.0020472667662900395, 0.11503948216638496]];3.9235889841024116;-0.48180004048134173;496.768984169103;[];[];False;224;;[0.1073491195335915, 0.11300068108068782, 0.11884712406044264, 0.12469356704019745, 0.13054001001995227, 0.1363864529997071, 0.1422328959794619, 0.1480793389592167, 0.15392578193897152, 0.15977222491872634, 0.16561866789848115, 0.17146511087823596, 0.17731155385799077, 0.18315799683774558, 0.1890044398175004, 0.1948508827972552, 0.20069732577701002, 0.20654376875676483, 0.21239021173651965, 0.21823665471627446, 0.22408309769602927, 0.22992954067578408, 0.2357759836555389, 0.2416224266352937, 0.24746886961504852, 0.25331531259480333, 0.2591617555745582, 0.265008198554313, 0.27085464153406785, 0.2767010845138227, 0.28254752749357753, 0.2883939704733324, 0.2942404134530872, 0.30008685643284205, 0.3059332994125969, 0.31177974239235173, 0.3176261853721066, 0.3234726283518614, 0.32931907133161625, 0.3351655143113711, 0.34101195729112593, 0.3468584002708808, 0.3527048432506356, 0.35855128623039045, 0.3643977292101453, 0.37024417218990013, 0.376090615169655, 0.3819370581494098, 0.38778350112916465, 0.3936299441089195, 0.39947638708867433, 0.4, 0.39467716993157087, 0.38883072695181603, 0.3829842839720612, 0.37713784099230635, 0.3712913980125515, 0.36544495503279667, 0.35959851205304183, 0.353752069073287, 0.34790562609353215, 0.3420591831137773, 0.33621274013402247, 0.33036629715426763, 0.3245198541745128, 0.31867341119475795, 0.3128269682150031, 0.30698052523524827, 0.30113408225549343, 0.2952876392757386, 0.28944119629598375, 0.2835947533162289, 0.27774831033647407, 0.27190186735671923, 0.2660554243769644, 0.26020898139720955, 0.2543625384174547, 0.2485160954376999, 0.24266965245794508, 0.23682320947819027, 0.23097676649843546, 0.22513032351868065, 0.21928388053892583, 0.21343743755917102, 0.2075909945794162, 0.2017445515996614, 0.19589810861990659, 0.19005166564015177, 0.18420522266039696, 0.17835877968064215, 0.17251233670088734, 0.16666589372113252, 0.1608194507413777, 0.1549730077616229, 0.1491265647818681, 0.14328012180211327, 0.13743367882235846, 0.13158723584260365, 0.12574079286284884, 0.11989434988309403, 0.11404790690333921, 0.1082014639235844, 0.10235502094382959, 0.09650857796407478, 0.09066213498431996, 0.08481569200456515, 0.07896924902481034, 0.07312280604505553, 0.06727636306530071, 0.061429920085545896, 0.055583477105791076, 0.04973703412603626, 0.04389059114628144, 0.03804414816652662, 0.0321977051867718, 0.026351262207016984, 0.020504819227262168, 0.014658376247507352, 0.008811933267752536, 0.0029654902879977197, 0.0, 0.0028809526917570973, 0.008727395671511914, 0.01457383865126673, 0.020420281631021546, 0.026266724610776362, 0.03211316759053118, 0.037959610570286, 0.043806053550040816, 0.049652496529795635, 0.055498939509550455, 0.061345382489305274, 0.06719182546906009, 0.0730382684488149, 0.07888471142856972, 0.08473115440832453, 0.09057759738807934, 0.09642404036783415, 0.10227048334758897, 0.10811692632734378, 0.11396336930709859, 0.1198098122868534, 0.12565625526660823, 0.13150269824636304, 0.13734914122611785, 0.14319558420587267, 0.14904202718562748, 0.1548884701653823, 0.1607349131451371, 0.16658135612489192, 0.17242779910464673, 0.17827424208440154, 0.18412068506415635, 0.18996712804391117, 0.19581357102366598, 0.2016600140034208, 0.2075064569831756, 0.21335289996293041, 0.21919934294268523, 0.22504578592244004, 0.23089222890219485, 0.23673867188194966, 0.24258511486170448, 0.2484315578414593, 0.2542780008212141, 0.26012444380096894, 0.2659708867807238, 0.2718173297604786, 0.27766377274023346, 0.2835102157199883, 0.28935665869974314, 0.295203101679498, 0.3010495446592528, 0.30689598763900766, 0.3127424306187625, 0.31858887359851734, 0.3244353165782722, 0.330281759558027, 0.33612820253778186, 0.3419746455175367, 0.34782108849729154, 0.3536675314770464, 0.3595139744568012, 0.36536041743655606, 0.3712068604163109, 0.37705330339606574, 0.3828997463758206, 0.3887461893555754, 0.39459263233533026, 0.4, 0.39956092468491494, 0.3937144817051601, 0.38786803872540526, 0.3820215957456504, 0.3761751527658956, 0.37032870978614074, 0.3644822668063859, 0.35863582382663106, 0.3527893808468762, 0.3469429378671214, 0.34109649488736654, 0.3352500519076117, 0.32940360892785686, 0.323557165948102, 0.3177107229683472, 0.31186427998859234, 0.3060178370088375, 0.30017139402908266, 0.2943249510493278, 0.288478508069573, 0.28263206508981814, 0.2767856221100633, 0.27093917913030846, 0.2650927361505536, 0.2592462931707988, 0.25339985019104394, 0.24755340721128913, 0.24170696423153432, 0.2358605212517795, 0.2300140782720247, 0.22416763529226988, 0.21832119231251507, 0.21247474933276025, 0.20662830635300544, 0.20078186337325063, 0.19493542039349582, 0.189088977413741, 0.1832425344339862, 0.17739609145423138, 0.17154964847447657, 0.16570320549472176, 0.15985676251496694, 0.15401031953521213, 0.14816387655545732, 0.1423174335757025, 0.1364709905959477, 0.13062454761619288, 0.12477810463643807, 0.11893166165668326, 0.11308521867692845, 0.10723877569717363, 0.10139233271741882, 0.09554588973766401, 0.0896994467579092, 0.08385300377815438, 0.07800656079839957, 0.07216011781864476, 0.06631367483888995, 0.06046723185913513, 0.05462078887938031, 0.04877434589962549, 0.04292790291987067, 0.03708145994011585, 0.031235016960361035, 0.02538857398060622, 0.019542131000851403, 0.013695688021096587, 0.007849245041341772, 0.002002802061586955, 0.0, 0.0038436409181678613, 0.009690083897922678, 0.015536526877677495, 0.02138296985743231, 0.027229412837187127, 0.033075855816941946, 0.038922298796696765, 0.044768741776451584, 0.050615184756206404, 0.05646162773596122, 0.06230807071571604, 0.06815451369547086, 0.07400095667522567, 0.07984739965498049, 0.0856938426347353, 0.09154028561449011, 0.09738672859424492, 0.10323317157399974, 0.10907961455375455, 0.11492605753350936, 0.12077250051326417, 0.126618943493019, 0.1324653864727738, 0.13831182945252862, 0.14415827243228344, 0.15000471541203825, 0.15585115839179306, 0.16169760137154787, 0.16754404435130268, 0.1733904873310575, 0.1792369303108123, 0.18508337329056712, 0.19092981627032193, 0.19677625925007675, 0.20262270222983156, 0.20846914520958637, 0.21431558818934118, 0.220162031169096, 0.2260084741488508, 0.23185491712860562, 0.23770136010836043, 0.24354780308811524, 0.24939424606787006, 0.25524068904762487, 0.2610871320273797, 0.26693357500713455, 0.2727800179868894, 0.27862646096664423, 0.28447290394639907, 0.2903193469261539, 0.29616578990590875, 0.3020122328856636, 0.30785867586541843, 0.31370511884517327, 0.3195515618249281, 0.32539800480468295, 0.3312444477844378, 0.33709089076419263, 0.34293733374394747, 0.3487837767237023, 0.35463021970345715, 0.360476662683212, 0.36632310566296683, 0.37216954864272167, 0.3780159916224765, 0.38386243460223135, 0.3897088775819862, 0.39555532056174103, 0.4, 0.3985982364585042, 0.39275179347874933, 0.3869053504989945, 0.38105890751923965, 0.3752124645394848, 0.36936602155973, 0.36351957857997513, 0.3576731356002203, 0.35182669262046545, 0.3459802496407106, 0.3401338066609558, 0.33428736368120093, 0.3284409207014461, 0.32259447772169125, 0.3167480347419364, 0.3109015917621816, 0.30505514878242673, 0.2992087058026719, 0.29336226282291705, 0.2875158198431622, 0.2816693768634074, 0.27582293388365253, 0.2699764909038977, 0.26413004792414285, 0.258283604944388, 0.25243716196463317, 0.24659071898487836, 0.24074427600512355, 0.23489783302536874, 0.22905139004561392, 0.2232049470658591, 0.2173585040861043, 0.21151206110634949, 0.20566561812659467, 0.19981917514683986, 0.19397273216708505, 0.18812628918733024, 0.18227984620757542, 0.1764334032278206, 0.1705869602480658, 0.164740517268311, 0.15889407428855618, 0.15304763130880136, 0.14720118832904655, 0.14135474534929174, 0.13550830236953693, 0.1296618593897821, 0.1238154164100273, 0.11796897343027249, 0.11212253045051768, 0.10627608747076286, 0.10042964449100805, 0.09458320151125324, 0.08873675853149843, 0.08289031555174362, 0.0770438725719888, 0.07119742959223399, 0.06535098661247918, 0.05950454363272436, 0.05365810065296954, 0.04781165767321472, 0.0419652146934599, 0.03611877171370508, 0.030272328733950266, 0.02442588575419545, 0.018579442774440635, 0.012732999794685819, 0.006886556814931002, 0.0010401138351761856, 0.0, 0.004806329144578631, 0.010652772124333448, 0.016499215104088263, 0.02234565808384308, 0.028192101063597895, 0.034038544043352714, 0.03988498702310753, 0.04573143000286235, 0.05157787298261717, 0.05742431596237199, 0.0632707589421268, 0.06911720192188162, 0.07496364490163643, 0.08081008788139124, 0.08665653086114605, 0.09250297384090087, 0.09834941682065568, 0.10419585980041049, 0.1100423027801653, 0.11588874575992011, 0.12173518873967493, 0.12758163171942974, 0.13342807469918455, 0.13927451767893936, 0.14512096065869418, 0.150967403638449, 0.1568138466182038, 0.1626602895979586, 0.16850673257771343, 0.17435317555746824, 0.18019961853722305, 0.18604606151697786, 0.19189250449673267, 0.1977389474764875, 0.2035853904562423, 0.2094318334359971, 0.21527827641575192, 0.22112471939550674, 0.22697116237526155, 0.22724576747812997, 0.2217780179547027, 0.2160407932682295, 0.2103035685817563, 0.2045663438952831, 0.1988291192088099, 0.1970071043327885];[0.0029000000000000002, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0027313171890298773, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0014783105052422402, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.00022530382145459884, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.0010277028623330285, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.002280709546120668, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0024662837700917054, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0, 0.0001409088075361312, 0.003, 0.0, 0.003, 0.0, 0.003, 0.0020472667662900395];[0.04882406892806009, 0.049049628269391174, 0.049282965519044014, 0.049516302768696854, 0.049749640018349695, 0.049982977268002535, 0.050216314517655375, 0.050449651767308215, 0.050682989016961055, 0.050916326266613895, 0.051149663516266736, 0.051383000765919576, 0.051616338015572416, 0.051849675265225256, 0.052083012514878096, 0.05231634976453094, 0.05254968701418378, 0.05278302426383662, 0.05301636151348946, 0.0532496987631423, 0.05348303601279514, 0.05371637326244798, 0.05394971051210082, 0.05418304776175366, 0.0544163850114065, 0.05464972226105934, 0.05488305951071218, 0.05511639676036502, 0.05534973401001786, 0.0555830712596707, 0.05581640850932354, 0.05604974575897638, 0.05628308300862922, 0.05651642025828206, 0.0567497575079349, 0.05698309475758774, 0.05721643200724058, 0.05744976925689342, 0.05768310650654626, 0.0579164437561991, 0.05814978100585194, 0.05838311825550478, 0.05861645550515762, 0.05884979275481046, 0.0590831300044633, 0.05931646725411614, 0.05954980450376898, 0.05978314175342182, 0.06001647900307466, 0.0602498162527275, 0.060483153502380343, 0.060504051405093934, 0.060716490752033184, 0.060949828001686024, 0.061183165251338864, 0.061416502500991704, 0.061649839750644544, 0.061883177000297385, 0.062116514249950225, 0.062349851499603065, 0.0625831887492559, 0.06281652599890875, 0.06304986324856159, 0.06328320049821443, 0.06351653774786727, 0.0637498749975201, 0.06398321224717295, 0.06421654949682579, 0.06444988674647863, 0.06468322399613147, 0.06491656124578431, 0.06514989849543715, 0.06538323574508999, 0.06561657299474283, 0.06584991024439567, 0.06608324749404851, 0.06631658474370135, 0.06654992199335419, 0.06678325924300703, 0.06701659649265987, 0.06724993374231271, 0.06748327099196555, 0.06771660824161839, 0.06794994549127123, 0.06818328274092407, 0.06841661999057691, 0.06864995724022975, 0.06888329448988259, 0.06911663173953543, 0.06934996898918827, 0.06958330623884111, 0.06981664348849395, 0.07004998073814679, 0.07028331798779963, 0.07051665523745247, 0.07074999248710531, 0.07098332973675815, 0.07121666698641099, 0.07145000423606383, 0.07168334148571667, 0.07191667873536951, 0.07215001598502235, 0.0723833532346752, 0.07261669048432803, 0.07285002773398087, 0.07308336498363371, 0.07331670223328655, 0.0735500394829394, 0.07378337673259223, 0.07401671398224507, 0.07425005123189792, 0.07448338848155076, 0.0747167257312036, 0.07495006298085644, 0.07518340023050928, 0.07541673748016212, 0.07565007472981496, 0.0758834119794678, 0.07611674922912064, 0.07635008647877348, 0.0764684420926176, 0.07658342372842632, 0.07681676097807916, 0.077050098227732, 0.07728343547738484, 0.07751677272703768, 0.07775010997669052, 0.07798344722634336, 0.0782167844759962, 0.07845012172564904, 0.07868345897530188, 0.07891679622495472, 0.07915013347460756, 0.0793834707242604, 0.07961680797391324, 0.07985014522356608, 0.08008348247321892, 0.08031681972287176, 0.0805501569725246, 0.08078349422217744, 0.08101683147183028, 0.08125016872148312, 0.08148350597113596, 0.0817168432207888, 0.08195018047044164, 0.08218351772009448, 0.08241685496974732, 0.08265019221940016, 0.082883529469053, 0.08311686671870584, 0.08335020396835868, 0.08358354121801152, 0.08381687846766436, 0.0840502157173172, 0.08428355296697004, 0.08451689021662288, 0.08475022746627572, 0.08498356471592856, 0.0852169019655814, 0.08545023921523424, 0.08568357646488708, 0.08591691371453992, 0.08615025096419276, 0.0863835882138456, 0.08661692546349845, 0.08685026271315129, 0.08708359996280413, 0.08731693721245697, 0.0875502744621098, 0.08778361171176265, 0.08801694896141549, 0.08825028621106833, 0.08848362346072117, 0.08871696071037401, 0.08895029796002685, 0.08918363520967969, 0.08941697245933253, 0.08965030970898537, 0.08988364695863821, 0.09011698420829105, 0.09035032145794389, 0.09058365870759673, 0.09081699595724957, 0.09105033320690241, 0.09128367045655525, 0.09151700770620809, 0.09175034495586093, 0.09198368220551377, 0.09221701945516661, 0.09243283278014129, 0.09245035670481945, 0.09268369395447229, 0.09291703120412513, 0.09315036845377797, 0.09338370570343081, 0.09361704295308365, 0.09385038020273649, 0.09408371745238933, 0.09431705470204217, 0.09455039195169501, 0.09478372920134785, 0.09501706645100069, 0.09525040370065353, 0.09548374095030637, 0.09571707819995921, 0.09595041544961205, 0.0961837526992649, 0.09641708994891773, 0.09665042719857057, 0.09688376444822341, 0.09711710169787625, 0.0973504389475291, 0.09758377619718193, 0.09781711344683477, 0.09805045069648761, 0.09828378794614046, 0.0985171251957933, 0.09875046244544614, 0.09898379969509898, 0.09921713694475182, 0.09945047419440466, 0.0996838114440575, 0.09991714869371034, 0.10015048594336318, 0.10038382319301602, 0.10061716044266886, 0.1008504976923217, 0.10108383494197454, 0.10131717219162738, 0.10155050944128022, 0.10178384669093306, 0.1020171839405859, 0.10225052119023874, 0.10248385843989158, 0.10271719568954442, 0.10295053293919726, 0.1031838701888501, 0.10341720743850294, 0.10365054468815578, 0.10388388193780862, 0.10411721918746146, 0.1043505564371143, 0.10458389368676714, 0.10481723093641998, 0.10505056818607282, 0.10528390543572566, 0.1055172426853785, 0.10575057993503134, 0.10598391718468418, 0.10621725443433702, 0.10645059168398986, 0.1066839289336427, 0.10691726618329554, 0.10715060343294838, 0.10738394068260122, 0.10761727793225406, 0.1078506151819069, 0.10808395243155974, 0.10831728968121258, 0.10839722346766496, 0.10855062693086542, 0.10878396418051826, 0.1090173014301711, 0.10925063867982394, 0.10948397592947678, 0.10971731317912962, 0.10995065042878246, 0.1101839876784353, 0.11041732492808815, 0.11065066217774099, 0.11088399942739383, 0.11111733667704667, 0.1113506739266995, 0.11158401117635235, 0.11181734842600519, 0.11205068567565803, 0.11228402292531087, 0.11251736017496371, 0.11275069742461655, 0.11298403467426939, 0.11321737192392223, 0.11345070917357507, 0.11368404642322791, 0.11391738367288075, 0.11415072092253359, 0.11438405817218643, 0.11461739542183927, 0.11485073267149211, 0.11508406992114495, 0.11531740717079779, 0.11555074442045063, 0.11578408167010347, 0.11601741891975631, 0.11625075616940915, 0.11648409341906199, 0.11671743066871483, 0.11695076791836767, 0.11718410516802051, 0.11741744241767335, 0.11765077966732619, 0.11788411691697903, 0.11811745416663187, 0.11835079141628471, 0.11858412866593755, 0.11881746591559039, 0.11905080316524323, 0.11928414041489607, 0.11951747766454891, 0.11975081491420175, 0.1199841521638546, 0.12021748941350743, 0.12045082666316027, 0.12068416391281311, 0.12091750116246595, 0.1211508384121188, 0.12138417566177163, 0.12161751291142447, 0.12185085016107731, 0.12208418741073016, 0.122317524660383, 0.12255086191003584, 0.12278419915968868, 0.12301753640934152, 0.12325087365899436, 0.1234842109086472, 0.12371754815830004, 0.12395088540795288, 0.12418422265760572, 0.12436161415518864, 0.12441755990725856, 0.1246508971569114, 0.12488423440656424, 0.12511757165621706, 0.1253509089058699, 0.12558424615552272, 0.12581758340517554, 0.12605092065482837, 0.1262842579044812, 0.12651759515413402, 0.12675093240378685, 0.12698426965343967, 0.1272176069030925, 0.12745094415274533, 0.12768428140239815, 0.12791761865205098, 0.1281509559017038, 0.12838429315135663, 0.12861763040100946, 0.12885096765066228, 0.1290843049003151, 0.12931764214996794, 0.12955097939962076, 0.1297843166492736, 0.13001765389892642, 0.13025099114857924, 0.13048432839823207, 0.1307176656478849, 0.13095100289753772, 0.13118434014719055, 0.13141767739684337, 0.1316510146464962, 0.13188435189614903, 0.13211768914580185, 0.13235102639545468, 0.1325843636451075, 0.13281770089476033, 0.13305103814441316, 0.13328437539406598, 0.1335177126437188, 0.13375104989337164, 0.13398438714302446, 0.1342177243926773, 0.13445106164233012, 0.13468439889198294, 0.13491773614163577, 0.1351510733912886, 0.13538441064094142, 0.13561774789059425, 0.13585108514024707, 0.1360844223898999, 0.13631775963955273, 0.13655109688920555, 0.13678443413885838, 0.1370177713885112, 0.13725110863816403, 0.13748444588781686, 0.13771778313746968, 0.1379511203871225, 0.13818445763677534, 0.13841779488642816, 0.138651132136081, 0.13888446938573382, 0.13911780663538664, 0.13935114388503947, 0.1395844811346923, 0.13981781838434512, 0.14005115563399795, 0.14028449288365077, 0.1403260048427114, 0.14051783013330363, 0.14075116738295645, 0.14098450463260928, 0.1412178418822621, 0.14145117913191493, 0.14168451638156776, 0.1419178536312206, 0.1421511908808734, 0.14238452813052624, 0.14261786538017907, 0.1428512026298319, 0.14308453987948472, 0.14331787712913754, 0.14355121437879037, 0.1437845516284432, 0.14401788887809602, 0.14425122612774885, 0.14448456337740168, 0.1447179006270545, 0.14495123787670733, 0.14518457512636015, 0.14541791237601298, 0.1456512496256658, 0.14588458687531863, 0.14611792412497146, 0.1463512613746243, 0.1465845986242771, 0.14681793587392994, 0.14705127312358277, 0.1472846103732356, 0.14751794762288842, 0.14775128487254124, 0.14798462212219407, 0.1482179593718469, 0.14845129662149972, 0.14868463387115255, 0.14891797112080538, 0.1491513083704582, 0.14938464562011103, 0.14939560537797847, 0.1431833374806148, 0.13666490122324224, 0.13014646496586968, 0.12362802870849712, 0.11710959245112457, 0.11503948216638496];6.111881855895331e-09;False;2.88249170580833
