Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.09912113665525084;0.7616821466069348;[[0.02549803961924616, 0.002142440259056234, 0.06013046907586531]];1.9369151072898345;0.5315506100619499;433.55285670546846;[];[0.17198099840808942, 0.0011744930811680415, 0.11890025387776157];False;30;0.2683799504570655;[0.04777313250684804, 0.04668948896473729, 0.03449664044553613, 0.020949199566646433, 0.007401758687756733, 0.0, 0.006145682191132966, 0.019693123070022665, 0.02549803961924616, 0.03035781988173725, 0.03886119461938324, 0.047364569357029235, 0.05586794409467523, 0.06437131883232122, 0.07287469356996722, 0.08137806830761321, 0.0898814430452592, 0.0983848177829052, 0.10688819252055119, 0.11539156725819719, 0.12389494199584318, 0.13239831673348917, 0.14090169147113518, 0.1494050662087812, 0.1579084409464272, 0.16069145143691604, 0.1664118156840732, 0.1749151904217192, 0.18341856515936522, 0.19192193989701123, 0.20042531463465724, 0.20892868937230324, 0.21743206410994925, 0.22593543884759526, 0.23443881358524127, 0.24294218832288728, 0.2514455630605333, 0.2599489377981793, 0.2684523125358253, 0.2769556872734713, 0.2854590620111173, 0.2939624367487633, 0.3, 0.29753418851359065, 0.28903081377594464, 0.28052743903829863, 0.2720240643006526, 0.2635206895630066, 0.2550173148253606, 0.2465139400877146, 0.2380105653500686, 0.22950719061242258, 0.22100381587477658, 0.21250044113713057, 0.20399706639948456, 0.19549369166183855, 0.18699031692419255, 0.17848694218654654, 0.17198099840808942];[0.0049, 0.004500055998842063, 0.0, 0.005, 0.0, 0.002731792208553028, 0.005, 0.0, 0.002142440259056234, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0016364152917828906, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.003550098306562494, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0011744930811680415];[0.0009026489170126388, 0.0, 0.010156348544022673, 0.0214410398307934, 0.032725731117564126, 0.03889121746418943, 0.04401042240433485, 0.055295113691105575, 0.06013046907586531, 0.05796896680396964, 0.054186889668494255, 0.05040481253301887, 0.04662273539754349, 0.04284065826206811, 0.039058581126592724, 0.03527650399111734, 0.03149442685564196, 0.027712349720166573, 0.023930272584691187, 0.0201481954492158, 0.016366118313740415, 0.012584041178265028, 0.008801964042789642, 0.005019886907314256, 0.0012378097718388705, 0.0, 0.002544267363636515, 0.0063263444991119005, 0.010108421634587287, 0.013890498770062673, 0.017672575905538057, 0.021454653041013443, 0.02523673017648883, 0.029018807311964216, 0.0328008844474396, 0.036582961582914984, 0.04036503871839037, 0.04414711585386575, 0.04792919298934113, 0.051711270124816515, 0.0554933472602919, 0.05927542439576728, 0.06196077352255526, 0.06305750153124266, 0.06683957866671805, 0.07062165580219344, 0.07440373293766883, 0.07818581007314422, 0.08196788720861961, 0.085749964344095, 0.08953204147957039, 0.09331411861504578, 0.09709619575052117, 0.10087827288599656, 0.10466035002147195, 0.10844242715694734, 0.11222450429242273, 0.11600658142789812, 0.11890025387776157];1.287154601948047e-09;False;0.5992151264533426
1;380;0.6614154405629691;0;[];0;0;380;[0.012126746496207834, 0.005, 0.03719269978169673];[];False;1;;[0.017429514506067032, 0.014804912157752884, 0.012126746496207834];[0.0049, 0.0, 0.005];[0.04349301926455363, 0.040374679318493145, 0.03719269978169673];2.7185985695596395e-11;False;0.012877242490240382
2;380;0.41591132289585986;0;[];0;0;380;[0.012977504587820748, 0.005, 0.04475855716525683];[];False;1;;[0.019009536889468933, 0.016023985548249124, 0.012977504587820748];[0.0049, 0.0, 0.005];[0.04655464533246912, 0.045665672401222636, 0.04475855716525683];2.4766527078999142e-11;False;0.011731212486036006
3;380;1.469073920722532;0;[];0;0;380;[0.0715161602122159, 0.005, 0.08079915397167904];[];False;1;;[0.07199686344830146, 0.07175893962438033, 0.0715161602122159];[0.0049, 0.0, 0.005];[0.0779541472683985, 0.07936228189931513, 0.08079915397167904];2.1770109383397598e-11;False;0.010311893072704659
4;380;0.4256566286351277;3.648346431798884;[[0.10176084594259434, 0.0035820291527438103, 0.018862686284337193]];3.655886875054605;-0.9729365146670448;392.60294285388386;[0.10079520849193135, 0.005, 0.015826376682747716];[];False;4;;[0.07625088342431441, 0.18812942819953316, 0.3, 0.2977087914175905, 0.2530578499662849, 0.1835470110347142, 0.10176084594259434, 0.10079520849193135];[0.0049, 0.0, 0.004899650803678551, 0.005, 0.003044400617196268, 0.0, 0.0035820291527438103, 0.005];[0.03374795472594749, 0.019799695104675143, 0.005852429499923272, 0.005566777123784986, 0.0, 0.00866614085710517, 0.018862686284337193, 0.015826376682747716];9.749384589578133e-10;False;0.4291440736893896
5;380;0.6904080457566945;0.5778322014533747;[[0.0860849546317704, 0.001272803331040751, 0.009687818262462643], [0.09762875101990214, 0.004771694531692308, 0.2438136776753631]];2.256456419749968;0.37424589191114854;496.768984169103;[];[];False;22;;[0.0381261394660673, 0.23779848441697485, 0.3, 0.18419041366352662, 0.0860849546317704, 0.09557481036250023, 0.09710761384001407, 0.10830536441370314, 0.12103591846490605, 0.13376647251610896, 0.14649702656731187, 0.15922758061851477, 0.17195813466971768, 0.1846886887209206, 0.1974192427721235, 0.2101497968233264, 0.22288035087452931, 0.23561090492573222, 0.24834145897693513, 0.26107201302813804, 0.2738025670793409, 0.2865331211305438, 0.2992636751817467, 0.3, 0.2880057707670504, 0.27527521671584754, 0.26254466266464466, 0.24981410861344175, 0.23708355456223884, 0.22435300051103593, 0.21162244645983302, 0.19889189240863012, 0.1861613383574272, 0.1734307843062243, 0.16155673422213573, 0.16070023025502142, 0.1479696762038185, 0.1352391221526156, 0.1225085681014127, 0.10977801405020979, 0.09762875101990214];[0.0049, 0.002309485381563037, 0.0015024936299192207, 0.0, 0.001272803331040751, 0.005, 0.004397982416417689, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.004710804095685162, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0003363969720679167, 0.0, 0.005, 0.0, 0.005, 0.0, 0.004771694531692308];[0.09006216108282762, 0.3, 0.23460059898588492, 0.112837045363331, 0.009687818262462643, 0.0013471814052927501, 0.0, 0.00984170611254631, 0.02103059363038537, 0.03221948114822443, 0.043408368666063485, 0.05459725618390254, 0.0657861437017416, 0.07697503121958066, 0.08816391873741972, 0.09935280625525877, 0.11054169377309783, 0.12173058129093689, 0.13291946880877595, 0.144108356326615, 0.15529724384445406, 0.16648613136229312, 0.17767501888013218, 0.17832217496893188, 0.18886390639797124, 0.2000527939158103, 0.21124168143364935, 0.2224305689514884, 0.23361945646932747, 0.24480834398716653, 0.2559972315050056, 0.26718611902284467, 0.27837500654068376, 0.28956389405852284, 0.3, 0.29924721842363805, 0.28805833090579896, 0.2768694433879599, 0.2656805558701208, 0.2544916683522817, 0.2438136776753631];2.70739520121403e-09;False;1.2682402472100698
6;380;2.3814986066398762;0;[];0;0;380;[0.022038452366924415, 0.005, 0.04197982414595919];[];False;1;;[0.02151217241478291, 0.02177265441129739, 0.022038452366924415];[0.0049, 0.0, 0.005];[0.03837342183063375, 0.040158408835188765, 0.04197982414595919];2.2271852718891808e-11;False;0.010549554883880683
7;380;0.3051496386585934;0;[];0;0;380;[0.0930970563478728, 0.005, 0.10518761335067807];[];False;1;;[0.09563246262299574, 0.09437756456763186, 0.0930970563478728];[0.0049, 0.0, 0.005];[0.1050053918868111, 0.10509558230832101, 0.10518761335067807];2.157849263409777e-11;False;0.010221129567803484
8;380;0.47535784977881884;0.40237844986923255;[[0.21152421415409095, 0.003849557316468771, 0.20653897874041]];2.205541282325585;1.1543604643786674;481.3400130873551;[0.21203306001335728, 0.005, 0.20561261376642007];[];False;12;;[0.04198116491309272, 0.029688528439253254, 0.017145021833294617, 0.004601515227335979, 0.0, 0.007941991378622662, 0.0204854979845813, 0.03302900459053994, 0.04557251119649858, 0.05811601780245722, 0.07065952440841586, 0.0832030310143745, 0.09574653762033314, 0.10829004422629178, 0.12083355083225042, 0.13337705743820905, 0.14592056404416767, 0.1506508544245146, 0.1584640706501263, 0.17100757725608492, 0.18355108386204355, 0.19609459046800218, 0.2086380970739608, 0.21152421415409095, 0.21203306001335728];[0.0049, 0.0, 0.005, 0.0, 0.001834222028930126, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.001885553429732266, 0.005, 0.0, 0.005, 0.0, 0.005, 0.003849557316468771, 0.005];[0.004245250556746991, 0.023118569918808056, 0.042377059063768326, 0.061635548208728595, 0.06870041721544816, 0.08089403735368886, 0.10015252649864913, 0.1194110156436094, 0.13866950478856965, 0.1579279939335299, 0.17718648307849016, 0.19644497222345042, 0.21570346136841068, 0.23496195051337093, 0.2542204396583312, 0.27347892880329144, 0.2927374179482517, 0.3, 0.288004092906788, 0.26874560376182777, 0.2494871146168675, 0.23022862547190726, 0.210970136326947, 0.20653897874041, 0.20561261376642007];1.0450880595805783e-09;False;0.47692009001054325
9;380;0.8639603540770658;0;[];0;0;380;[];[0.15326472327555382, 0.004606946283435004, 0.18770538445586799];False;15;0.27532653351515757;[0.10835483024989996, 0.12213837083265061, 0.136203208161988, 0.15026804549132539, 0.16433288282066277, 0.17839772015000016, 0.17963214800567104, 0.19246255747933755, 0.20652739480867494, 0.22059223213801232, 0.2346570694673497, 0.2487219067966871, 0.2627867441260245, 0.2768515814553619, 0.29091641878469926, 0.3, 0.29501874388596333, 0.28095390655662594, 0.26688906922728856, 0.25282423189795117, 0.23875939456861378, 0.22601426212297315, 0.2246945572392764, 0.210629719909939, 0.19656488258060162, 0.18250004525126423, 0.16843520792192684, 0.15437037059258946, 0.15326472327555382];[0.0049, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0004388347432558052, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.003229181042980702, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0004691504255595058, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.004606946283435004];[0.11002212689194489, 0.08874615160606403, 0.06703597274292028, 0.04532579387977654, 0.0236156150166328, 0.0019054361534890582, 0.0, 0.019804742709654682, 0.04151492157279842, 0.06322510043594216, 0.0849352792990859, 0.10664545816222964, 0.1283556370253734, 0.15006581588851714, 0.1717759947516609, 0.1857972143565777, 0.19348617361480464, 0.21519635247794838, 0.23690653134109213, 0.2586167102042359, 0.2803268890673796, 0.3, 0.2979629320694766, 0.27625275320633286, 0.2545425743431891, 0.23283239548004536, 0.21112221661690161, 0.18941203775375787, 0.18770538445586799];1.3381965124143185e-09;False;0.6338663303550718
