x, y
259.0746029932595, 0.002446300551470588
259.0746029932595, 0.002446300551470588
258.51327164019955, 0.037981962316176475
264.7549411630298, 0.06840728400735295
264.0176701321452, 0.10051052389705882
265.29951635629686, 0.149824609375
267.35214593091894, 0.19982100183823528
271.6501009177806, 0.24988005514705883
273.83677977074524, 0.30123409926470585
276.16588598194903, 0.3451454273897059
280.02818081419707, 0.4034409007352941
283.8737194866522, 0.45997490808823527
289.54567957652614, 0.5088712545955882
293.76823184432004, 0.5574891084558824
296.09733805552384, 0.5935190946691177
307.1396473590007, 0.6280730698529412
317.6708937887962, 0.6726945542279412
331.7963364941544, 0.7172046415441177
354.05689477893293, 0.7535409696691177
388.79241402947565, 0.781257950367647
428.69720857610724, 0.7857416819852941
478.6389428386458, 0.7662054227941176
515.5695190220497, 0.729179825367647
543.3093415590845, 0.6842659237132352
560.5346738261168, 0.6522531939338235
573.4871853459766, 0.6229975413602941
583.9178948170152, 0.5930038832720588
597.9260444038234, 0.559821484375
612.3530979854527, 0.5274327895220589
625.1799383068662, 0.4813979549632353
638.5681099813397, 0.43377571231617645
647.5410335504018, 0.38384894301470585
669.533493278495, 0.3166695542279412
677.258082942991, 0.2686365349264706
683.273544308618, 0.2114411075367647
691.7437830838951, 0.14290406709558823
698.5802962793709, 0.07658800551470589
707.3018774515405, 0.02705808823529412
720.1789862523326, -0.0004082490808823529
