x, y
271.8433217095126, 0.5044020514965216
279.5312626713162, 0.7420527447411762
287.9612359094964, 0.8990403443471892
291.5679993512286, 1.2069885549211836
293.6602870813397, 1.6985269794621116
295.6430946395264, 2.5929791965482436
297.121076960506, 3.436832551991995
298.98832211499473, 4.805574956016699
298.9639931879004, 6.2974583734432485
301.61584624118075, 8.151536149624437
305.48414564917687, 10.755467581650183
311.76100883951017, 13.545425106149217
315.72054172411, 16.622704129390073
325.9386911037223, 21.394696635449115
340.1467845268023, 25.27420987490444
361.81169410429, 26.528756386167135
381.9438812748358, 27.53265335151576
401.5955721352688, 27.797510856022406
424.0511718433217, 26.837995045706545
444.88281566782905, 25.236032974189385
463.9262833509042, 23.373679830588983
483.2616981591112, 20.64132980517138
501.1373773416592, 18.846145777887674
515.552266645041, 15.546335832333966
525.8008271835212, 12.410180179343005
538.713405238829, 10.128772454812903
551.7841213202498, 8.312113256150553
566.7585759468006, 6.995323091814815
579.6042494525991, 5.814277873422579
590.2968129105507, 4.690402067444221
602.5099343118968, 3.6930830879486094
609.7234611953613, 3.0333244068796525
618.1534344335414, 2.3572638033990247
624.5701889546671, 1.8444521899697017
631.2728083691509, 1.499000142308717
636.4670343037872, 1.156967381763434
641.1503527694429, 0.9050139678651653
645.9309869434758, 0.723590884563735
652.5241261860351, 0.5607017821114997
657.5419673992376, 0.4333253464300961
661.0331684372719, 0.33320223944047134
664.3054091314573, 0.26256135156160304
668.642040386019, 0.20729926395818307
671.342551293488, 0.1619689383631167
676.1718433217095, 0.12822911684124433
679.9245803260076, 0.09962817918592329
683.4766036817775, 0.0771839955107009
686.4933906414726, 0.06057148372820022
689.9176871299976, 0.047295609853136564
693.3663125456167, 0.037290122775874096
696.1519746979159, 0.029114891036727864
699.5215311004785, 0.02208356653238172
702.7998540264374, 0.017325473861594328
705.9869434757927, 0.013663183182234868
708.7239477739031, 0.01084350573275448
