x, y
1.5480152360367234, 0.7978442608002918
1.5480152360367234, 0.7978442608002918
1.588992546208738, 0.8264658738614222
1.588992546208738, 0.8264658738614222
1.6312942684742242, 0.841918857439028
1.6312942684742242, 0.841918857439028
1.6749071587122475, 0.8487383262787104
1.6749071587122475, 0.8487383262787104
1.7253540153525848, 0.8642920901839961
1.7253540153525848, 0.8642920901839961
1.7721719828568099, 0.8881770278441649
1.7721719828568099, 0.8881770278441649
1.8201554330032899, 0.9023534606044901
1.8201554330032899, 0.9023534606044901
1.8821908954615045, 0.9257344966262586
1.8821908954615045, 0.9257344966262586
1.9393922537785477, 0.9338305162832216
1.9393922537785477, 0.9338305162832216
2.001493936841436, 0.9482085096989068
2.001493936841436, 0.9482085096989068
2.0635029110577814, 0.9792488506243582
2.0635029110577814, 0.9792488506243582
2.139524165223057, 1.0160000767850117
2.211505962503245, 1.030814784953977
2.2983079311093806, 1.0584285947383072
2.3844874260315843, 1.0845978864925567
2.482414456222883, 1.1109687389021663
2.578871388990427, 1.1328716634512943
2.693936311671249, 1.1653901158493862
2.819265428076477, 1.20288039774636
2.9503160047255026, 1.2517924501137379
3.1003454066739775, 1.2816234271070288
