x, y
373.84990364584894, -0.000604383369914432
378.46619800327784, 0.01081528135636352
384.20872530362067, 0.027658491586347294
388.79140076723115, 0.052819925565416544
392.60294285388386, 0.08427967045201513
396.9145659860842, 0.12523459617647995
400.7450187005097, 0.17541432070490184
403.5353868874307, 0.2305245411457836
406.22279721203313, 0.2881477240194675
409.494335816729, 0.34141298469955783
412.0367646617399, 0.4031873270350224
413.8942085452024, 0.4645481439068613
416.37360196430393, 0.5307122180869676
419.1114406296339, 0.6026815535833572
421.69799427278133, 0.6711359226389286
426.44246066289253, 0.7513757674078315
428.9659788801306, 0.8187804179788147
433.55285670546846, 0.8869962146515252
436.7508539799367, 0.9393230906256957
444.1743259711958, 0.9839838406972675
450.370708338086, 0.9981868498902566
455.86529629651864, 0.9930973057225562
459.3721671579427, 0.9615580367083373
464.8436421268753, 0.9220663549320863
469.2708302065761, 0.8775964627668034
473.2693773900932, 0.8247606323758627
477.8436481302492, 0.7675350701402806
481.3400130873551, 0.7190571619429335
485.2082870573262, 0.6765912777936826
489.0345374100244, 0.6218945828164264
492.4594622177664, 0.5817030887171167
496.768984169103, 0.5169863536597004
501.7887052523518, 0.47068740655915003
506.3272559178258, 0.41242803066450356
511.9184981959861, 0.3556955180201673
517.3248365581456, 0.29991729490727487
523.6094685213089, 0.2553996882654197
530.9194767459312, 0.20919617011801378
538.7568813673284, 0.16520342271845276
546.751874553499, 0.1221967745013837
554.7594748248516, 0.08593377230651779
562.601081807976, 0.06687979132868913
571.4701662334232, 0.0407799726437001
579.0533279703193, 0.023523236950090655
585.554381562438, 0.006218786779909024
592.534504391468, -0.003228679581384992
