Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;Time_s;Timed_out;Total_distance_m
0;380;0.0013681175593192006;0.29568301038646644;[[0.03436767309917659, 0.009051060785157345, 0.22263197746997343]];4.094079392473133;0.6155978195246711;450.370708338086;[0.007432153843077587, 0.01, 0.19916285922984436];[];False;1;;1.1915899538935213e-10;False;0.04185595061573998
1;380;4.216548400336974e-06;8.71606794819237;[[0.007427270465941136, 0.009897161550198258, 0.21888631512853146]];4.533569729745489;-0.5733811562469698;450.370708338086;[0.007268015991825067, 0.01, 0.21885204990921375];[];False;0;;3.145467874947699e-11;False;0.00019686088270192464
2;380;0.005598659401735495;0.08841245194333681;[[0.23650656424332486, 0.006669240660312845, 0.003458660878445075], [0.32192371660527064, 0.006800331628138347, 0.02187719402783493]];1.3609341495950262;-0.15640373068082947;436.7508539799367;[];[];False;1;;2.5179112549405416e-10;False;0.09401111134507233
3;380;0.0005249815529461539;0.0651719138015246;[[0.05767064923739129, 0.00954903625069636, 0.1146783613845636], [0.0725188076530531, 0.002668664259028053, 0.05159452017722248]];2.887773743052144;-0.4339266510742057;426.44246066289253;[];[];False;0;;2.2221829476552727e-10;False;0.06569689535447075
4;380;0.009797314731318842;3.8348437021449997;[[0.21151746978788488, 0.004715292418525684, 0.14848760032550118]];0.7595740192373736;-0.3411909502526625;492.4594622177664;[];[0.31737773548907533, 0.007126702708966478, 0.26678035426483704];False;2;0.18846145777887674;3.838961645989876e-10;False;0.17293061472010862
5;380;0.00221917802463366;5.616256310399765;[[0.1881482316284549, 0.008784253545249207, 0.24490927905009469]];3.691877831304888;0.8709761212095827;433.55285670546846;[0.1723322455886511, 0.01, 0.204883163843046];[];False;1;;1.4070714549435718e-10;False;0.049177494585509324
6;380;0.0031930853052218695;3.6424811868322817;[[0.13095629618529417, 0.008583910572666265, 0.15169725194491193]];1.087037563634811;0.09775313126391158;444.1743259711958;[];[0.2834487566807325, 0.001217019251193884, 0.33429755931290644];False;10;0.2523603297418939;3.291626277031727e-09;False;1.538325264228422
7;380;0.003014147297119013;0.09006336594228566;[[0.17672702756982048, 0.0069093575549497455, 0.09776747337863247], [0.2326924843323397, 0.005755498725124634, 0.027212911910096005]];2.4708946346527383;-0.020614419075376263;455.86529629651864;[];[];False;0;;2.845399633158225e-10;False;0.09307751323940468
8;380;0.0010004298549345831;4.4158592451431815;[[0.011553260715682868, 0.009356082846421606, 0.18503926029687273]];3.155657931048317;1.3022336314796796;419.1114406296339;[0.006226246928691379, 0.01, 0.04219232186146458];[];False;4;;3.051862132084035e-09;False;1.4283731997119313
9;380;0.006092678481489339;2.3821948028566773;[[0.1415523781027043, 0.004666504124300902, 0.22219863631481684]];2.8848097520010283;-0.47961882883707024;459.3721671579427;[];[0.26219116036074586, 0.0019190815925341637, 0.2956686798161963];False;4;0.23373679830588984;1.154697611372045e-09;False;0.5415154198138145
10;380;0.00434626668606837;2.472214140227352;[[0.2537659413043942, 0.007941090950591752, 0.003831915453112707], [0.3518825574303391, 0.001890566709745932, 0.29852063177800153]];5.083975936614711;0.03736526110326971;477.8436481302492;[];[];False;9;0.20641329805171382;5.298449047258499e-09;False;2.4765604069134204
11;380;0.00044588569335632323;1.2743012305575967;[[0.11166494851867027, 0.009578784306881808, 0.014999489494072076], [0.22713495703399597, 0.00494035265128296, 0.05358977914954188]];3.046874340231711;-0.2904882680934617;455.86529629651864;[];[];False;5;;3.113598086403542e-09;False;1.2747471162509527
12;380;5.674747662724038e-05;5.920035285088809;[[0.1410203441850449, 0.009845160761239894, 0.16330455008944592], [0.5763106651131865, 0.007093456014748466, 0.3774006709230665]];1.1134511784296999;0.16973558682341242;426.44246066289253;[];[];False;57;;1.2560286595892317e-08;False;5.920092032565436
13;380;0.00368709312607016;0.044001034793182514;[[0.2070447071431371, 0.007763642225523851, 0.2109416879944805]];0.5229755117052121;-1.3116876643661002;473.2693773900932;[0.2117532687578757, 0.01, 0.24281761094798868];[];False;1;;1.1374980234311171e-10;False;0.04048100568962058
14;380;0.000844478615583063;0.552291202642908;[[0.19811724483571133, 0.009346005946880117, 0.06476478191964877], [0.5369641165838884, 0.005156419288386014, 0.3617935779957424]];1.0029567514072149;0.05478820403969167;409.494335816729;[];[];False;2;;1.433635357711331e-09;False;0.553135681258491
15;380;0.0012840376533957306;0.6249100345744841;[[0.07079789743599642, 0.008816014644366795, 0.18624916676899128], [0.47430883631645904, 0.004182116554846051, 0.2865234347356263]];2.4288099210231477;-0.15882959456780177;400.7450187005097;[];[];False;4;;1.4294102200313759e-09;False;0.6261940722278798
16;380;0.0018610259810345423;0.4750947331140904;[[0.02701123884830709, 0.008763800884985583, 0.2357001358735868]];0.13080403350882452;-1.302677498281019;489.0345374100244;[0.032166291558580404, 0.01, 0.3836156659617983];[];False;1;;3.491985719575849e-10;False;0.15105103514174772
17;380;0.001573606977275971;2.1807294343081085;[[0.18902949963748475, 0.008676766878106847, 0.042590051853675856]];6.129841140118278;0.6380394121757699;426.44246066289253;[0.1638417100403499, 0.01, 0.2454708990366677];[];False;1;;4.602877134415961e-10;False;0.20686336444095746
18;380;0.0007749924673517757;10.317007122386372;[[0.05863386451581145, 0.009163499409378766, 0.16968203259761735]];0.36935777842947065;-0.4145609402068379;469.2708302065761;[];[0.3039893862353428, 0.0011912360153266272, 0.3378735707534017];False;6;0.23373679830588984;1.589576119070093e-09;False;0.7432954192242656
19;380;0.005603242049392241;0.02554927343031232;[[0.22693327305728428, 0.006405327454041804, 0.0839265036937008], [0.238090656649839, 4.424469547461686e-05, 0.0618399740811946]];2.6148874466608905;-0.5181614792884719;481.3400130873551;[];[];False;0;;8.782513307650734e-11;False;0.031152515479704563
20;380;0.001689245544400722;3.6524220337863236;[[0.23148242878041425, 0.009739383534424505, 0.010938043764304878]];5.452429233906612;1.245482500693136;419.1114406296339;[0.22482438901605561, 0.01, 0.02996107433135818];[];False;1;;2.7937404421619324e-10;False;0.029900031562835844
21;380;0.0022426547533177655;3.2894613997422706;[[0.13156717287340686, 0.008612053387329193, 0.09831378434036392]];1.2196834180205536;-0.9126895046176748;444.1743259711958;[0.1459557018194589, 0.01, 0.10693086011148696];[];False;1;;8.928602842901526e-11;False;0.02729644271780421
22;380;0.004598745907578308;13.039913128362599;[[0.08151548262143146, 0.008204257802769486, 0.12932284486908735]];1.2619966903873527;-0.3517259324802574;396.9145659860842;[];[0.29896495718391963, 0.004773012643166218, 0.3378136204601022];True;189;0.27797510856022406;2.1819300281514022e-08;False;10.312943998100344
23;380;0.003636630796322967;3.485712510227088;[[0.20658011115507516, 0.007293911286663611, 0.08683368130685172]];2.160472104170101;0.870709741956029;511.9184981959861;[0.20885981879879598, 0.01, 0.08446621434729118];[];False;0;;3.8153298130327575e-11;False;0.00789396363154933
24;380;0.0001769635996082038;4.2703216430778355;[[0.1269894871576103, 0.009784111143807995, 0.25801498944913315]];5.72390505635799;-0.6114600913493025;419.1114406296339;[0.12668155593955083, 0.01, 0.25861579289782716];[];False;0;;3.3411743805811606e-11;False;0.000885761467301171
25;380;0.0006884068958836509;6.548148828063655;[[0.1568750561922964, 0.009317347372192553, 0.2201129321641086]];3.79493415132557;1.1399555049889918;496.768984169103;[0.14799604820764975, 0.01, 0.19233960808826023];[];False;1;;9.853521128344803e-11;False;0.035664887886850606
26;380;0.00015202077098273628;1.2506284903100418;[[0.03534112304901552, 0.009886902119375453, 0.14424335652670023]];4.951881690976896;0.7168483106940134;496.768984169103;[0.01252214500689768, 0.01, 0.15163434221591487];[];False;1;;1.7311622018869275e-10;False;0.03131002623106398
27;380;0.0005064687274242097;2.4934152240867995;[[0.16122560784181397, 0.009420640741177093, 0.20465816958261396]];1.6758740746602594;0.8971245345442859;412.0367646617399;[0.16168808026464698, 0.01, 0.20457998662321136];[];False;0;;2.3656238581869415e-11;False;0.001251888386278073
