Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.004138779457520821;1.7290051945473013;[[0.005724961250390473, 0.015766695259951273, 0.020618437697599436]];2.8675941176172737;-1.1447711963984244;473.2693773900932;[0.020595104738632398, 0.017, 0.10740414377795746];[];False;2;;[0.002253056993660005, 0.005724961250390473, 0.00811984443063019, 0.012880184533997497, 0.020595104738632398];[0.016900000000000002, 0.015766695259951273, 0.010489516367081324, 0.0, 0.017];[0.02256548587272923, 0.020618437697599436, 0.0, 0.04098353383184159, 0.10740414377795746];3.8201544332826547e-10;False;0.13712208236914586
1;380;0.012208140245657875;1.340384917193788;[[0.012877889235631743, 0.010548156988826307, 0.018556373901598346]];2.8606349228140187;0.31626272114777987;436.7508539799367;[];[0.11133960650879074, 0.008769440234775806, 0.15957213976380646];False;3;0.2523603297418939;[0.008874238232072527, 0.012877889235631743, 0.017967506736808393, 0.03259341507636153, 0.0845419728314013, 0.08653717352847425, 0.11133960650879074];[0.016900000000000002, 0.010548156988826307, 0.01221371809887674, 0.017, 0.0, 0.0006529230707458772, 0.008769440234775806];[0.008930182689039001, 0.018556373901598346, 0.0, 0.05332499421351573, 0.24272564389464318, 0.25, 0.15957213976380646];8.573776192801071e-10;False;0.3858424550802193
2;380;0.024619267119841384;2.367628505027529;[[0.09896668998084233, 0.009696829990350011, 0.006382283703914594]];6.059862941169821;-1.3637855671679724;455.86529629651864;[0.09743288271258262, 0.017, 0.039240719012485756];[];False;0;;[0.07700724459746035, 0.09896668998084233, 0.09743288271258262];[0.016900000000000002, 0.009696829990350011, 0.017];[0.01486788408246446, 0.006382283703914594, 0.039240719012485756];1.622037112631445e-10;False;0.05831445413302731
3;380;0.0029564740813852737;1.0861063764224392;[[0.007444549644662179, 0.01489694567281121, 0.06419124991875942]];0.6274401224991363;0.4105900729771283;469.2708302065761;[];[0.14220359179677428, 0.0025833549834895636, 0.09109437137562548];False;7;0.23373679830588984;[0.006561297599323968, 0.007444549644662179, 0.012275459981823559, 0.051326032603750446, 0.09037660522567734, 0.1294271778476042, 0.1309937150916455, 0.1684777504695311, 0.20752832309145797, 0.24657889571338484, 0.25, 0.21437053166468828, 0.20277465508338088, 0.1753199590427614, 0.14220359179677428];[0.016900000000000002, 0.01489694567281121, 0.017, 0.0, 0.017, 0.0, 0.0006819652404725206, 0.017, 0.0, 0.017, 0.015510680664390528, 0.0, 0.005048066869358467, 0.017, 0.0025833549834895636];[0.06220419728215439, 0.06419124991875942, 0.07145657954081733, 0.13018573455037158, 0.18891488955992583, 0.24764404456948008, 0.25, 0.19362680042096564, 0.1348976454114114, 0.07616849040185714, 0.07102340415951977, 0.017439335392302864, 0.0, 0.041289819617251394, 0.09109437137562548];1.4267614130401932e-09;False;0.6538294132056978
4;380;0.043952807371154076;3.4665536812634667;[[0.03726861163954427, 0.004308251652613809, 0.035210529279016016]];0.9643035587259908;0.1890040898435612;473.2693773900932;[];[0.11588884699733545, 0.014652696651431159, 0.0907391244154405];True;1;0.23373679830588984;[0.0005840313314299556, 0.0, 0.03726861163954427, 0.10361775800505213, 0.11588884699733545];[0.016900000000000002, 0.016705720949049874, 0.004308251652613809, 0.017, 0.014652696651431159];[0.016758576280110227, 0.017043272878065025, 0.035210529279016016, 0.08207219115793264, 0.0907391244154405];3.3021079158563864e-10;False;0.14137323316294084
5;380;0.005629064447308869;11.59199703627748;[[0.03705148739051382, 0.013143910938481924, 0.0008951411279930759]];3.431913861357426;0.34535219972587666;506.3272559178258;[];[0.12878489782490282, 0.012519091440094249, 0.08901260765206356];False;6;0.18846145777887674;[0.03286821643962982, 0.03705148739051382, 0.03679984301182746, 0.0005173105852593965, 0.0, 0.03348080068134755, 0.04673506419087841, 0.09398743896701621, 0.10376144437452256, 0.12878489782490282];[0.016900000000000002, 0.013143910938481924, 0.013053376770454705, 0.0, 0.00018611297296852064, 0.01223150993511947, 0.017, 0.0, 0.0035163966406936403, 0.012519091440094249];[0.0011751512445799727, 0.0008951411279930759, 0.0, 0.12906303400181962, 0.13090319424394056, 0.25, 0.20285236868562578, 0.03476777137307119, 0.0, 0.08901260765206356];1.3496606599958388e-09;False;0.6213014875627969
6;380;0.015042500096871076;9.470272193737676;[[0.02856789490722841, 0.005932062262817248, 0.0652637260852252]];4.486281860987573;0.5450165104696383;412.0367646617399;[];[0.09444609124513914, 0.0022178276962722832, 0.10233712100530214];False;15;0.27797510856022406;[0.03135437106587531, 0.02856789490722841, 0.018783360944130724, 0.0, 0.009256984892304263, 0.037297330728739246, 0.06533767656517422, 0.09337802240160921, 0.1214183682380442, 0.1494587140744792, 0.1774990599109142, 0.2055394057473492, 0.21403358858975138, 0.2335797515837842, 0.25, 0.2383799025797808, 0.2103395567433458, 0.1822992109069108, 0.15425886507047581, 0.12621851923404082, 0.09817817339760583, 0.07013782756117085, 0.04209748172473586, 0.014057135888300876, 0.0, 0.013983209948134111, 0.042023555784569094, 0.07006390162100408, 0.09444609124513914];[0.016900000000000002, 0.005932062262817248, 0.0, 0.011387774527206755, 0.017, 0.0, 0.017, 0.0, 0.017, 0.0, 0.017, 0.0, 0.005149762030866457, 0.017, 0.007044907979952405, 0.0, 0.017, 0.0, 0.017, 0.0, 0.017, 0.0, 0.017, 0.0, 0.008522409512888426, 0.017, 0.0, 0.017, 0.0022178276962722832];[0.0553532921101189, 0.0652637260852252, 0.0626315280655163, 0.05757849992262399, 0.05508822114246997, 0.04754491421942364, 0.040001607296377306, 0.03245830037333097, 0.024914993450284643, 0.017371686527238313, 0.009828379604191983, 0.002285072681145652, 0.0, 0.00525823424190068, 0.009675546862747051, 0.01280154116494701, 0.02034484808799334, 0.02788815501103967, 0.035431461934086, 0.042974768857132334, 0.05051807578017867, 0.058061382703225, 0.06560468962627133, 0.07314799654931767, 0.07692959364811809, 0.080691303472364, 0.08823461039541033, 0.09577791731845667, 0.10233712100530214];1.6272385524939148e-09;False;0.7626416666835625
7;380;0.026254826549686947;0.8175234872737709;[[0.045686456300770784, 0.004335668988496016, 0.042827724993157845]];0.6236535121701661;0.6750194923019713;473.2693773900932;[0.061507833607158946, 0.017, 0.07099656853245107];[];False;0;;[0.054864631992705505, 0.045686456300770784, 0.061507833607158946];[0.016900000000000002, 0.004335668988496016, 0.017];[0.06397517387843676, 0.042827724993157845, 0.07099656853245107];1.478156514116057e-10;False;0.060956195487831405
8;380;0.012472557180430839;1.339694994713564;[[0.04061855896656286, 0.008679298665114197, 0.0469753194489848]];5.114115850515356;1.0795690202846076;450.370708338086;[0.026881016035902015, 0.017, 0.0593476317812502];[];False;1;;[0.0366882675620103, 0.04061855896656286, 0.03597543223732656, 0.026881016035902015];[0.016900000000000002, 0.008679298665114197, 0.0, 0.017];[0.03845842085518765, 0.0469753194489848, 0.05115701441309567, 0.0593476317812502];1.2093381908539645e-10;False;0.04411462693180791
9;380;0.016123184672099625;7.19987819251577;[[0.007882412838358685, 0.011156311861129677, 0.06443899913036143]];4.463297737431789;0.9894044095713873;412.0367646617399;[0.010620779423923263, 0.017, 0.055868643954121854];[];False;2;;[0.022935767752891013, 0.007882412838358685, 0.0005509347554839223, 0.0, 0.010620779423923263];[0.016900000000000002, 0.011156311861129677, 0.0, 0.0008383575423448284, 0.017];[0.06504202180916716, 0.06443899913036143, 0.06104318665398479, 0.060788003306889764, 0.055868643954121854];1.25256856176318e-10;False;0.0508880665122995
