Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.002762886469780713;7.408701640420197;[[0.004426795156175834, 0.01930997951127509, 0.02338242097884041]];1.5797654519079345;-0.6627245086407397;464.8436421268753;[0.05607448874330874, 0.021, 0.022794781799408255];[];False;1;;[0.004181987055126058, 0.004426795156175834, 0.02916796141484861, 0.05607448874330874];[0.020900000000000002, 0.01930997951127509, 0.0, 0.021];[0.0211362140685152, 0.02338242097884041, 0.023100919954716012, 0.022794781799408255];2.1499177469784307e-10;False;0.06828176940344335
1;380;0.011146069336636288;0.7228534153425596;[[0.01123110495960793, 0.015203527926453247, 0.09671790456120363]];1.9073500174376896;-1.2099127874976756;523.6094685213089;[0.024894747432391326, 0.021, 0.08317951986039937];[];False;1;;[0.01836742098084455, 0.01123110495960793, 0.0169690974097925, 0.024894747432391326];[0.020900000000000002, 0.015203527926453247, 0.0, 0.021];[0.09032587348982679, 0.09671790456120363, 0.09103251361544036, 0.08317951986039937];1.4711398069491732e-10;False;0.052142147444822456
2;380;0.012129885028650186;4.182728978194047;[[0.04285717640256942, 0.019565531296529236, 0.010581287471720192]];6.04853465207031;0.2921972630020449;426.44246066289253;[];[0.1213209493191792, 0.012179554192851378, 0.12776178373965447];False;4;0.2683799504570655;[0.0364400975939387, 0.04285717640256942, 0.0, 0.02218623157275165, 0.023397026017824864, 0.09199836939719416, 0.09207351397703423, 0.1213209493191792];[0.020900000000000002, 0.019565531296529236, 0.006673780198500965, 0.0, 0.0003642157959763153, 0.021, 0.02097739596256729, 0.012179554192851378];[0.02078787375958116, 0.010581287471720192, 0.19779460170536847, 0.29471087785185357, 0.3, 0.0003282546126326391, 0.0, 0.12776178373965447];1.6089046903723166e-09;False;0.7495180432785042
3;380;0.0052653504075589365;6.098498894840558;[[0.05013611182244406, 0.0192113870103482, 0.08464645453250176]];4.549446176440722;0.5591746934739891;421.69799427278133;[];[0.17290876872798225, 0.01708205988150138, 0.1242693981368232];False;21;0.2683799504570655;[0.04520224683071569, 0.05013611182244406, 0.019437207986798603, 0.0, 0.014119816303082174, 0.047676840592962955, 0.08123386488284373, 0.11479088917272451, 0.14834791346260529, 0.18190493775248606, 0.21546196204236684, 0.24901898633224762, 0.2825760106221284, 0.3, 0.2838669650879908, 0.25030994079811003, 0.21675291650822925, 0.21367581379642714, 0.18319589221834848, 0.1496388679284677, 0.11608184363858692, 0.08252481934870615, 0.04896779505882537, 0.015410770768944593, 0.0, 0.018146253520936184, 0.05170327781081696, 0.08526030210069774, 0.11881732639057851, 0.1523743506804593, 0.18593137497034007, 0.21948839926022085, 0.2530454235501016, 0.2866024478399824, 0.3, 0.2798405278701368, 0.24628350358025602, 0.21272647929037525, 0.17916945500049447, 0.17290876872798225];[0.020900000000000002, 0.0192113870103482, 0.0, 0.012163812982841242, 0.021, 0.0, 0.021, 0.0, 0.021, 0.0, 0.021, 0.0, 0.021, 0.010096060074503005, 0.0, 0.021, 0.0, 0.0019256521790977292, 0.021, 0.0, 0.021, 0.0, 0.021, 0.0, 0.009644066868152756, 0.021, 0.0, 0.021, 0.0, 0.021, 0.0, 0.021, 0.0, 0.021, 0.012615806189191487, 0.0, 0.021, 0.0, 0.021, 0.01708205988150138];[0.0839188026040652, 0.08464645453250176, 0.0786927552396357, 0.07492313232196254, 0.07218475635944858, 0.06567675747926148, 0.05916875859907437, 0.05266075971888726, 0.046152760838700145, 0.03964476195851303, 0.03313676307832592, 0.026628764198138814, 0.020120765317951705, 0.01674158299296304, 0.013612766437764594, 0.007104767557577485, 0.0005967686773903757, 0.0, 0.005911230202796733, 0.012419229082983842, 0.01892722796317095, 0.02543522684335806, 0.03194322572354517, 0.03845122460373228, 0.04143996633603646, 0.04495922348391939, 0.0514672223641065, 0.057975221244293614, 0.06448322012448073, 0.07099121900466783, 0.07749921788485493, 0.08400721676504204, 0.09051521564522914, 0.09702321452541625, 0.09962151566503594, 0.10353121340560335, 0.11003921228579046, 0.11654721116597756, 0.12305521004616467, 0.1242693981368232];2.856412336101949e-09;False;1.2930987759335848
4;380;0.02921021850857552;3.2709299465292987;[[0.02602938692407014, 0.0025387418408323666, 0.07994850284009038]];5.650144994369734;-0.6716152788821784;473.2693773900932;[0.002804368076299215, 0.021, 0.12038082217339036];[];False;0;;[0.018280809344557968, 0.02602938692407014, 0.002804368076299215];[0.020900000000000002, 0.0025387418408323666, 0.021];[0.0585929272303015, 0.07994850284009038, 0.12038082217339036];1.7606843199557975e-10;False;0.07935991441960465
5;380;0.021464656559753017;8.51951604429271;[[0.03697613342348355, 0.013600544636820878, 0.09449908419881842]];3.1229181752122614;0.8431656162678223;464.8436421268753;[0.043566530482215184, 0.021, 0.16395166349372672];[];False;2;;[0.052349280081686725, 0.03697613342348355, 0.03814998982585574, 0.04187655420155645, 0.043566530482215184];[0.020900000000000002, 0.013600544636820878, 0.014918507420357132, 0.019102556804677196, 0.021];[0.08141796060585134, 0.09449908419881842, 0.0, 0.3, 0.16395166349372672];1.2500169550973436e-09;False;0.5521046012396544
6;380;0.014276287652394077;4.434493943399763;[[0.009987726953343356, 0.012580762833643538, 0.0768163312410314]];0.4639687281625396;0.08275839331683911;459.3721671579427;[];[0.18104609584877462, 0.008075813683005442, 0.17070216894180143];False;23;0.23373679830588984;[0.020964459872513632, 0.009987726953343356, 0.11148809525349565, 0.12128692927181087, 0.2708935778281627, 0.3, 0.23534078102275763, 0.17949977361548541, 0.02989312505913358, 0.0, 0.01783034270098905, 0.11971352349721825, 0.26932017205357006, 0.27100146642473566, 0.3, 0.18107317939007805, 0.07582740985151762, 0.031466530833726206, 0.0, 0.11814011772262564, 0.17734371387222903, 0.2677467662789775, 0.3, 0.18264658516467064, 0.16948516240402428, 0.033039936608318804, 0.0, 0.08368596131972239, 0.11656671194803306, 0.18104609584877462];[0.020900000000000002, 0.012580762833643538, 0.021, 0.02018720780096092, 0.007777658190905201, 0.005363343095967496, 0.0, 0.004631891419150517, 0.01704144102920624, 0.01952101143600664, 0.021, 0.012549009360738045, 0.0001394597506823251, 0.0, 0.002405365967980777, 0.012270089859373395, 0.021, 0.017320360530570886, 0.01471027950004509, 0.004910810920515166, 0.0, 0.0074987386895405544, 0.010174075031929047, 0.019908288299596275, 0.021, 0.009682162090348008, 0.006941570436096821, 0.0, 0.002727387519707713, 0.008075813683005442];[0.07305946865038261, 0.0768163312410314, 0.2803508050353304, 0.3, 0.0, 0.05836589974985076, 0.1880243466193842, 0.3, 0.0, 0.059943442382255824, 0.09569788820343794, 0.3, 0.0, 0.0033714297874916726, 0.06152098501466103, 0.3, 0.08895502862845459, 0.0, 0.06309852764706605, 0.3, 0.1812814870444009, 0.0, 0.06467607027947116, 0.3, 0.27360794546034717, 0.0, 0.06625361291187622, 0.23406559612370653, 0.3, 0.17070216894180143];9.388319356503743e-09;False;4.433994800368099
7;380;0.0596554346946942;14.88725719377152;[[0.046419042695856935, 0.01617855115492403, 0.14274556435165076]];6.026954923636047;-0.3347366317460289;450.370708338086;[];[0.17030313813548165, 0.007560129328423126, 0.1814251149072838];True;7;0.2523603297418939;[0.07690763741640126, 0.05972218626441485, 0.046419042695856935, 0.03255736808264288, 0.007506753015631241, 0.0, 0.02781767191695881, 0.06672763570566553, 0.0881927119165605, 0.14096202442696232, 0.1485677519161622, 0.17030313813548165];[0.020900000000000002, 0.0, 0.01617855115492403, 0.021, 0.012286748358084484, 0.009675705560774602, 0.0, 0.013533891481781744, 0.021, 0.0026454686783520323, 0.0, 0.007560129328423126];[0.1073280895005126, 0.1272917936187218, 0.14274556435165076, 0.1987641085276763, 0.3, 0.2696633064071652, 0.1572450361305825, 0.0, 0.08674581921115869, 0.3, 0.2692633254471001, 0.1814251149072838];2.0537433307264984e-09;False;0.9650436857019484
8;380;0.0035960976535853806;8.000081202441708;[[0.06149602724395008, 0.018480083454188, 0.048698014778133424]];5.170711790699724;-1.020363320317462;426.44246066289253;[0.059949551576296, 0.021, 0.05015669463364305];[];False;0;;[0.059839962852082186, 0.06149602724395008, 0.059949551576296];[0.020900000000000002, 0.018480083454188, 0.021];[0.05077969029929777, 0.048698014778133424, 0.05015669463364305];7.25293793086292e-11;False;0.006892961816600408
9;380;0.020094832283627663;1.104537773195221;[[0.09037679757939181, 0.008971725650676523, 0.028184765912963393]];3.564573615085725;1.2656012168449031;571.4701662334232;[0.08093457443392048, 0.021, 0.04162236873890974];[];False;2;;[0.10027503449474902, 0.09037679757939181, 0.08755036587569294, 0.08656448168388566, 0.08093457443392048];[0.020900000000000002, 0.008971725650676523, 0.0, 0.003129416670729607, 0.021];[0.04097317713257374, 0.028184765912963393, 0.007288723160673506, 0.0, 0.04162236873890974];2.3594978123172725e-10;False;0.09664870850627913
