Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.033402429174629725;24.97131673708486;[[0.03594039108839426, 0.008887716056120666, 0.05688564677598364]];5.643274722977502;-0.5358555880512419;455.86529629651864;[];[0.14948244156017668, 0.007006354134583287, 0.15341977752860925];True;9;0.23373679830588984;[0.015048673989751519, 0.02550174630051289, 0.03594039108839426, 0.03575130039208826, 0.02059493690896326, 0.005438573425838264, 0.0, 0.009717790057286731, 0.024874153540411725, 0.04003051702353672, 0.05518688050666172, 0.07034324398978671, 0.0854996074729117, 0.08766499680655591, 0.10065597095603669, 0.11581233443916168, 0.1309686979222867, 0.14612506140541168, 0.14948244156017668];[0.008900000000000002, 0.0, 0.008887716056120666, 0.009000000000000001, 0.0, 0.009000000000000001, 0.005770520785738489, 0.0, 0.009000000000000001, 0.0, 0.009000000000000001, 0.0, 0.009000000000000001, 0.007714170188350505, 0.0, 0.009000000000000001, 0.0, 0.009000000000000001, 0.007006354134583287];[0.03783687807710811, 0.047367839831000985, 0.05688564677598364, 0.057181071822898645, 0.08086055199053752, 0.1045400321581764, 0.11303696426994389, 0.12821951232581527, 0.15189899249345415, 0.17557847266109303, 0.1992579528287319, 0.22293743299637078, 0.24661691316400966, 0.25, 0.22970360666835146, 0.20602412650071258, 0.1823446463330737, 0.15866516616543483, 0.15341977752860925];8.334062957400076e-10;False;0.3945504456913088
1;380;0.05204806957271417;0.6024717381289026;[[0.05012819980914734, 0.0013117135914946997, 0.015698231433261742], [0.21941635175264215, 0.0007676333394409321, 0.013358957083804641]];3.726438420864708;-0.10680295736191932;412.0367646617399;[];[];False;8;;[0.008828964482905334, 0.015404968357077702, 0.02319347442060008, 0.03771938334635881, 0.05012819980914734, 0.03979336955874344, 0.0, 0.0215835883666982, 0.10553026507590847, 0.12479253131710681, 0.18947694178511876, 0.25, 0.22657638150567097, 0.21941635175264215];[0.008900000000000002, 0.00482562261197986, 0.0, 0.009000000000000001, 0.0013117135914946997, 0.0024197201963997634, 0.006686003747674609, 0.009000000000000001, 0.0, 0.0020651251838271364, 0.009000000000000001, 0.002511267565471497, 0.0, 0.0007676333394409321];[0.0029729845525834748, 0.0, 0.0035211518511261484, 0.010088256079596554, 0.015698231433261742, 0.0, 0.06044468169354344, 0.0932293677630067, 0.22074131784877465, 0.25, 0.1517467320654574, 0.05981440691973497, 0.024234781979689472, 0.013358957083804641];1.4212569461357215e-09;False;0.6545198077016168
2;380;0.011978487691349078;4.68828625142642;[[0.002556277561509913, 6.545778703908808e-05, 0.01852789397746351]];0.334403436831148;0.31088967283196356;473.2693773900932;[];[0.1090438649136547, 0.0017191489624243167, 0.15955908537005456];False;3;0.23373679830588984;[0.005231325411981754, 0.0025758083781926584, 0.002556277561509913, 0.030362997109857622, 0.0583734390519292, 0.07912635869615672, 0.08638388099400078, 0.1090438649136547];[0.008900000000000002, 0.0, 6.545778703908808e-05, 0.009000000000000001, 0.0, 0.006668094605016226, 0.009000000000000001, 0.0017191489624243167];[0.011047997384708531, 0.018473282435044473, 0.01852789397746351, 0.10258787981077705, 0.1872637204377703, 0.25, 0.22806043893523645, 0.15955908537005456];7.689197615895815e-10;False;0.3527691745667019
3;380;0.014963905574368259;10.20327867989809;[[0.06641920140141065, 0.00342685651498093, 0.0651180883891805]];4.529163457914343;-0.21353198403755586;428.9659788801306;[];[0.15852388380936383, 0.0022927732253919197, 0.10702807908267054];True;16;0.2683799504570655;[0.05256109258812223, 0.06641920140141065, 0.040717287332859994, 0.0, 0.0007884135770035211, 0.04229411448686704, 0.08379981539673056, 0.1253055163065941, 0.1668112172164576, 0.20831691812632114, 0.24982261903618466, 0.25, 0.2229877535374944, 0.20867168005395184, 0.16716597914408832, 0.1256602782342248, 0.08415457732436127, 0.04264887641449775, 0.0011431755046342335, 0.0, 0.040362525405229284, 0.0818682263150928, 0.12337392722495633, 0.16487962813481985, 0.20638532904468337, 0.2478910299545469, 0.25, 0.21060326913558958, 0.16909756822572605, 0.15852388380936383];[0.008900000000000002, 0.00342685651498093, 0.009000000000000001, 0.0001709577729681333, 0.0, 0.009000000000000001, 0.0, 0.009000000000000001, 0.0, 0.009000000000000001, 0.0, 3.846287713114276e-05, 0.005895735801891638, 0.009000000000000001, 0.0, 0.009000000000000001, 0.0, 0.009000000000000001, 0.0, 0.00024788352723042675, 0.009000000000000001, 0.0, 0.009000000000000001, 0.0, 0.009000000000000001, 0.0, 0.0004573041773297048, 0.009000000000000001, 0.0, 0.0022927732253919197];[0.06650228149350536, 0.0651180883891805, 0.0602447446039888, 0.052524333639878545, 0.052374842423177595, 0.0445049402423664, 0.0366350380615552, 0.028765135880744003, 0.020895233699932805, 0.013025331519121606, 0.005155429338310407, 0.005121796107131001, 0.0, 0.002714472842500792, 0.010584375023311991, 0.01845427720412319, 0.026324179384934386, 0.034194081565745583, 0.04206398374655678, 0.042280741425616546, 0.04993388592736798, 0.057803788108179176, 0.06567369028899038, 0.07354359246980158, 0.08141349465061277, 0.08928339683142397, 0.0896832789583641, 0.09715329901223518, 0.10502320119304638, 0.10702807908267054];2.046019512626438e-09;False;0.9597730925761886
4;380;0.005808263123241866;0.47133408102667373;[[0.07971487218799427, 0.007074159623724303, 0.07120283766714602]];4.904434770517463;0.591633446698841;481.3400130873551;[0.05579228507615702, 0.009000000000000001, 0.076806917603416];[];False;1;;[0.07514399073787142, 0.07971487218799427, 0.0691866577243397, 0.05579228507615702];[0.008900000000000002, 0.007074159623724303, 0.0, 0.009000000000000001];[0.07428654812665672, 0.07120283766714602, 0.07366916604395103, 0.076806917603416];1.2175785377324107e-10;False;0.03516936823978191
5;380;0.009656691184492396;0.7608365327453313;[[0.07789110273452599, 0.0010780653973795037, 0.024885467907960653]];5.088284888055046;-0.9963490660204078;489.0345374100244;[0.0727635441637656, 0.009000000000000001, 0.028609721387059438];[];False;0;;[0.072356601781692, 0.07789110273452599, 0.0727635441637656];[0.008900000000000002, 0.0010780653973795037, 0.009000000000000001];[0.026084768916073645, 0.024885467907960653, 0.028609721387059438];4.46142658515059e-11;False;0.01980158983954823
6;380;0.029089475430283132;2.6768832732282157;[[0.015719744126514328, 0.006251566475711163, 0.03966914077554362]];0.7314195680624425;-0.7792967682874397;523.6094685213089;[0.031158567118118895, 0.009000000000000001, 0.06385001715358034];[];False;1;;[0.032640661772249224, 0.015719744126514328, 0.022048066426552257, 0.031158567118118895];[0.008900000000000002, 0.006251566475711163, 0.0, 0.009000000000000001];[0.016156039604011043, 0.03966914077554362, 0.04958080174223796, 0.06385001715358034];1.8706026858398744e-10;False;0.06158074068325579
7;380;0.025831046091189473;0.8858825565904741;[[0.01878917689668018, 0.0007775237844685323, 0.02850882788004888]];2.0403236692927744;1.3723804101001924;492.4594622177664;[0.020442399378078097, 0.009000000000000001, 0.024253488914812608];[];False;1;;[0.042186061595491785, 0.020668958826536007, 0.01878917689668018, 0.020442399378078097];[0.008900000000000002, 0.0, 0.0007775237844685323, 0.009000000000000001];[0.03362490664769079, 0.02891987031338706, 0.02850882788004888, 0.024253488914812608];1.181826106270248e-10;False;0.03523584111272175
8;380;0.009040752805329;0.6242079151510083;[[0.0581098089198769, 0.003157590471395452, 0.02499699705651805]];5.051579119859732;-0.81790399733277;436.7508539799367;[0.05263539189555427, 0.009000000000000001, 0.02782187478379752];[];False;0;;[0.06226047069067498, 0.0581098089198769, 0.05263539189555427];[0.008900000000000002, 0.003157590471395452, 0.009000000000000001];[0.03061232883276166, 0.02499699705651805, 0.02782187478379752];4.750581085384253e-11;False;0.01753091917768015
9;380;0.04049140065428625;0;[];0;0;380;[0.07409638025130118, 0.009000000000000001, 0.0006100985153952103];[];False;2;;[0.08494474694886577, 0.079550866300356, 0.07445786169103562, 0.07409638025130118];[0.008900000000000002, 0.0, 0.00840354912848779, 0.009000000000000001];[0.017699478932092314, 0.00859583427943092, 0.0, 0.0006100985153952103];5.87092858382495e-11;False;0.027808949752019984
