Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;Time_s;Timed_out;Total_distance_m
0;380;0.0054724702372768025;0.24640250865538868;[[0.015105175283542601, 0.006504243140629375, 0.118770005651156]];4.094079392473133;0.6155978195246711;450.370708338086;[0.008229502188491453, 0.01, 0.098438327635985];[];False;2;;1.077321742115141e-10;False;0.04054773709700936
1;380;1.6866193601347895e-05;7.263389956826974;[[0.0038930349951734056, 0.00988864620079303, 0.11441398037430074]];4.533569729745489;-0.5733811562469698;450.370708338086;[0.0037205937461296853, 0.01, 0.11437687788628148];[];False;0;;3.148835512955323e-11;False;0.0002254620890231028
2;380;0.02239463760694198;0.073677043286114;[[0.1250962713265215, 0.0030230373587486195, 0.014023654034876893], [0.19627723162814298, 0.008201606214960704, 0.029372431659368436]];1.3609341495950262;-0.15640373068082947;436.7508539799367;[];[];False;3;;2.5326938746431176e-10;False;0.09607168089305598
3;380;0.0020999262117846157;0.05430992816793716;[[0.02878799647471219, 0.008496145002785439, 0.059929214000678487], [0.04116146182109703, 0.002762501676395184, 0.007359346327894222]];2.887773743052144;-0.4339266510742057;426.44246066289253;[];[];False;0;;1.619719055353296e-10;False;0.05640985437972177
4;380;0.03918925892527537;0;[];0;0;380;[0.0845567248473198, 0.01, 0.08674217095030466];[];False;1;;7.938858825207434e-11;False;0.037604158014598085
5;380;0.009935938992675933;2.7739725307920753;[[0.12374209230520723, 0.0026972705784007824, 0.01328511731014948]];2.652176500215218;0.7209137865557226;511.9184981959861;[0.1320530590796681, 0.01, 0.007486093198101687];[];False;1;;7.851561558372834e-11;False;0.03346985519269175
6;380;0.005630168446111874;3.9913566315273368;[[0.04512636272729881, 0.008013714005183062, 0.08434044661561572]];0.2169321887250874;-0.5404478360062629;464.8436421268753;[];[0.18778280995079655, 0.002414348083097325, 0.13918210916979426];False;6;0.23373679830588984;1.6942256886175013e-09;False;0.7785881549552431
7;380;0.008978794294384921;3.7676841213987657;[[0.06204086647825587, 0.002721114681345014, 0.024560117183519945]];2.7580772643116003;0.01685377437358743;436.7508539799367;[];[0.13846783509107902, 0.0040093195401183675, 0.16487937222398893];False;1;0.2523603297418939;4.57408261590773e-10;False;0.2132581646431338
8;380;0.0003556896202686233;1.250537318668229;[[0.07096238925370893, 0.009867006538880865, 0.05382928711651719], [0.05858211191657422, 0.005293603520349326, 0.10260408601439777]];6.17755061959958;0.1874635248330048;473.2693773900932;[];[];False;5;;3.009164432271465e-09;False;1.2508930082884975
9;380;0.0062055800104796515;7.615848101861673;[[0.025976390162610826, 0.007566532270392887, 0.07385665661909346]];1.4588056365233792;0.02754681011914904;492.4594622177664;[];[0.13938407731822017, 0.00997898872188017, 0.16536821520882614];False;3;0.18846145777887674;1.7843016052688003e-09;False;0.8250515661907563
10;380;0.025194104370415835;0;[];0;0;380;[0.08212367726218286, 0.01, 0.052839936788385014];[];False;1;;4.7463957757752306e-11;False;0.022482351768915484
11;380;0.010792093793456577;1.3882096842332015;[[0.008882307970431165, 0.00687324777496104, 0.11373889132616608]];3.2589517701848543;0.12302583475412657;489.0345374100244;[];[0.1451360088788412, 0.007828837378376752, 0.19745318838126502];False;6;0.20641329805171382;2.872666354364172e-09;False;1.3361948187301413
12;380;0.005621063708307935;1.9330681992446577;[[0.003178635303010601, 0.006630655246549768, 0.11988919810539986]];2.2417774629779914;-0.3129263230335879;450.370708338086;[];[0.2123799992731965, 0.0033962017954209606, 0.16837571200638451];False;25;0.2523603297418939;3.3758894875357318e-09;False;1.5950981874811594
13;380;0.002086815594023703;4.004157297670954;[[0.08328423109412786, 0.009717476162258461, 0.08367016945842967]];3.6722759558964895;0.8067142102387143;419.1114406296339;[0.06438993006333649, 0.01, 0.03713436060183464];[];False;1;;2.954465717666291e-10;False;0.05604378904128947
14;380;0.008945138727669402;3.522237355173157;[[0.11606088971553734, 0.0061350524018088685, 0.10756294981756925]];0.1048703219096532;-1.3288773888387821;412.0367646617399;[0.12004223836828609, 0.01, 0.26545345390868974];[];False;1;;3.8483191001595816e-10;False;0.1677078621083547
15;380;0.0005763978416440523;0.7967777871614363;[[0.03390241736398893, 0.009406877766262922, 0.015131452851589827]];3.3136287745929813;-0.7257680173248643;419.1114406296339;[0.033233978784717316, 0.01, 0.009988272273642365];[];False;0;;3.5450885398496875e-11;False;0.005796638312713168
16;380;0.00019134683582674704;0.2878585662325679;[[0.09740190031418607, 0.00972127241004867, 0.062181928484719914]];2.644710060723903;-0.6737505699458293;436.7508539799367;[0.12210360209542784, 0.01, 0.003891636916593215];[];False;1;;1.6236512758152706e-10;False;0.06650017541436501
17;380;0.013587887333843009;3.172038187011147;[[0.1268834178093465, 0.0008303471044249586, 0.062364056657062385]];0.1122460947850073;-0.7853553674032338;400.7450187005097;[0.13771469194438926, 0.01, 0.19825027738185963];[];False;2;;3.41895230228146e-10;False;0.15033465292871578
18;380;0.001993844502248322;0.6314173244838859;[[0.022196692638878374, 0.008049950097135609, 0.09715644909326657]];5.012793459047631;0.033205135454426084;530.9194767459312;[];[0.1467637690347661, 0.002437532214037489, 0.14952580245730424];False;1;0.12410180179343006;3.9615763514198035e-10;False;0.17897318232232562
19;380;0.007974538780444154;5.209311637523388;[[0.08458276061645514, 0.0032277975772517058, 0.05526724366211499]];1.8761965153077251;1.2105403537272998;409.494335816729;[0.0871338162133832, 0.01, 0.05298576187112101];[];False;0;;4.0999323133755936e-11;False;0.015562408670995318
20;380;0.010895690405136655;5.274090067915161;[[0.051881327246413464, 0.007981384142990006, 0.11349440679911349]];1.5856127203923847;-1.386358336191516;444.1743259711958;[0.055235902090371033, 0.01, 0.1132233711300135];[];False;1;;1.5731360202901085e-10;False;0.02918931794085001
21;380;0.0015052726097457953;1.7776351198597817;[[0.005389195347355157, 0.009015970533308397, 0.11337985917827041]];6.118410256333906;0.4203130599596782;496.768984169103;[];[0.15820762196222835, 0.004103314719062333, 0.2089757324048961];False;8;0.18846145777887674;2.341912026397681e-09;False;1.0939464927683915
22;380;0.00453846407426234;0.8777003924096247;[[0.053707382928506436, 0.006676721032368007, 0.04497432329123555]];0.6561167426714559;0.33833299902239344;421.69799427278133;[];[0.13911712987095906, 0.0032708013466815154, 0.16257729193738424];False;1;0.2683799504570655;3.4276721224623193e-10;False;0.1529582556059801
23;380;0.00014606930508628404;3.816195302006474;[[0.06852482060748792, 0.009866675296801209, 0.04463870678331959]];2.059255582825546;1.342703585143009;421.69799427278133;[0.06855576959585312, 0.01, 0.044565972759884026];[];False;0;;9.193873839435712e-11;False;0.0003010646422064675
24;380;0.021528066566204707;1.6565387439247203;[[0.06407857434624563, 2.6597995833587527e-05, 0.036527597614229926], [0.27054815762248724, 0.0025114764123332026, 0.1389932237679762]];5.544240004892425;0.38355590896257696;436.7508539799367;[];[];False;27;;3.563835471254676e-09;False;1.678066810490925
25;380;0.0014876891376814582;2.292032358833889;[[0.13362435396028755, 0.009548019035635544, 0.03277095174737989]];1.3381186336666735;0.5447828243240124;506.3272559178258;[];[0.18536879508015333, 0.00041901934817676484, 0.13834022920064973];False;13;0.18846145777887674;1.05490301598452e-09;False;0.45932227892469024
26;380;0.016164541692428525;0.36356456482179084;[[0.10579172055213303, 0.0022615004454721163, 0.04531518129001411]];5.996090593436215;0.8859720483711593;464.8436421268753;[0.09577809987323406, 0.01, 0.09893349122532315];[];False;2;;1.7386870531935108e-10;False;0.07207107219284543
27;380;0.01608938133775385;2.387488157314594;[[0.06599244528792775, 0.007684909810592978, 0.0014527231684091043]];5.205656546845284;-0.3238355437039296;485.2082870573262;[];[0.17435607504218695, 0.008358275858145001, 0.1377466278625811];False;5;0.20641329805171382;6.454925804432578e-10;False;0.30392897498515653
28;380;0.0006822260545767683;6.477908988079878;[[0.10652726167349198, 0.009463445073042429, 0.051849934258223915]];5.596861213044321;0.12925325885417482;428.9659788801306;[];[0.16783380116568908, 0.006447418396163576, 0.13808737784777264];False;8;0.2683799504570655;2.1783688932815008e-09;False;1.0170435372440956
29;380;9.967229566434526e-05;5.408364095548128;[[0.06274033756525096, 0.009856899719005476, 0.03800047151454121]];0.576062048940449;-0.8785199243408053;473.2693773900932;[0.0792050901989012, 0.01, 0.07771237364404328];[];False;1;;1.4830641678786294e-10;False;0.047453866581715534
30;380;0.0009823883639253714;0.27128633862246787;[[0.005344196167413229, 0.009367068956332176, 0.0336199571272542], [0.24178882355844128, 0.001565961429991193, 0.048237362158249725]];1.5168883881818744;0.5098116228212228;419.1114406296339;[];[];False;7;;6.477967614770079e-10;False;0.27226872698639326
31;380;0.0027853875879168383;2.639242652548172;[[0.12625781134729622, 0.00943849220330601, 0.054037248526676365]];2.9971428263892776;-0.9268648616245603;426.44246066289253;[0.1408497557819187, 0.01, 0.11305656835938296];[];False;2;;4.826184892741313e-10;False;0.17163775938965678
32;380;0.007262031061242815;6.115908217825615;[[0.0029494351559922363, 0.006592294645692224, 0.007410952650728894]];1.9684017032888572;-1.063519003283474;450.370708338086;[0.012171259777905487, 0.01, 0.0005613138509119349];[];False;2;;7.707132934875824e-11;False;0.02785094371198707
33;380;0.007694633987318343;2.7105491201018292;[[0.12849072908620937, 0.0064694449248452884, 0.12736621116683458]];3.4112242255098537;0.3858854424510879;538.7568813673284;[];[0.2128943034294229, 0.003618591817122685, 0.17693699940529872];False;22;0.10128772454812904;5.313031253596661e-09;False;2.502123809925238
