Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.014319094995343014;2.265912143436559;[[0.06366670317827325, 0.0016264016887231048, 0.06359985403960441]];4.924751778411374;-0.404299190356467;444.1743259711958;[];[0.09553871200817825, 0.002254350806176173, 0.10093692153753052];False;3;0.2523603297418939;[0.07338025889752668, 0.06366670317827325, 0.039421969323856484, 0.011376078445593865, 0.0, 0.016669812432668754, 0.04471570331093137, 0.07276159418919399, 0.09553871200817825];[0.0119, 0.0016264016887231048, 0.012, 0.0, 0.004867484578745643, 0.012, 0.0, 0.012, 0.002254350806176173];[0.06586623761551229, 0.06359985403960441, 0.06928576154049856, 0.07586312148478691, 0.07853105465959381, 0.08244048142907526, 0.0890178413733636, 0.09559520131765195, 0.10093692153753052];4.089997973178164e-10;False;0.1914649465264931
1;380;0.02819569866989557;14.217006422731629;[[0.03284980412312826, 0.009927605994996938, 0.07917945158036468]];1.5739777634038004;0.9605249276753232;464.8436421268753;[0.03429907673589688, 0.012, 0.07917140609818632];[];False;1;;[0.05069589922864221, 0.04096654403484347, 0.03284980412312826, 0.03429907673589688];[0.0119, 0.0, 0.009927605994996938, 0.012];[0.07891500972347464, 0.07905917844714103, 0.07917945158036468, 0.07917140609818632];7.051627456110915e-11;False;0.030724586320202973
2;380;0.04582069866643872;0;[];0;0;380;[0.09145612056167633, 0.012, 0.06568115911303155];[];False;1;;[0.07040787780810363, 0.08088796520423397, 0.09145612056167633];[0.0119, 0.0, 0.012];[0.07839822109319974, 0.07206629483529173, 0.06568115911303155];7.239671974541561e-11;False;0.03429230509051215
3;380;0.0188777084173475;7.01672615390343;[[0.05673494041633106, 0.0009846558383262028, 0.027499756798447475]];6.073366927803459;-0.045996664316686066;506.3272559178258;[];[0.11589245449789867, 0.0089305446520519, 0.16100423211797807];False;5;0.18846145777887674;[0.05943820368345185, 0.05694152598539109, 0.05673494041633106, 0.009403053596112501, 0.0, 0.04377878357759209, 0.09696062075129668, 0.11589245449789867];[0.0119, 0.0, 0.0009846558383262028, 0.003163301413115583, 0.0035961157901229874, 0.005611215113614156, 0.00805912881411273, 0.0089305446520519];[0.041029201972840795, 0.028533687960244906, 0.027499756798447475, 0.25, 0.20579762708554106, 0.0, 0.25, 0.16100423211797807];1.8255431353136608e-09;False;0.8485698987074973
4;380;0.025438230803893326;0.004002154906291032;[[0.0026561204915573344, 0.010783522252241082, 0.07243202602434515], [0.0007037837234103693, 0.009583677121902123, 0.07424549210436801]];5.182653841118659;0.3429920905438974;444.1743259711958;[];[];False;2;;[0.022636781773061273, 0.0, 0.0026561204915573344, 0.0, 0.0007037837234103693];[0.0119, 0.010900768560836462, 0.010783522252241082, 0.009835003177443818, 0.009583677121902123];[0.06995691816743164, 0.07217210390750847, 0.07243202602434515, 0.07386563368328825, 0.07424549210436801];6.48345076750746e-10;False;0.029440385710184355
5;380;0.04087704553268343;0;[];0;0;380;[0.02826707604457586, 0.012, 0.059630932107383086];[];False;1;;[0.042891916595836715, 0.03561009222094114, 0.02826707604457586];[0.0119, 0.0, 0.012];[0.07539468119032267, 0.0675457852034197, 0.059630932107383086];6.787295013203313e-11;False;0.032149521711833946
6;380;0.032509259540806745;2.4820457356922483;[[0.04462002975691897, 0.00903308459216192, 0.03307723404779125]];0.5054559851533255;-0.368150838278916;450.370708338086;[];[0.08834539458999699, 0.007833421255522308, 0.11776270762166566];False;1;0.2523603297418939;[0.01660373025155774, 0.04462002975691897, 0.06803773837583638, 0.08834539458999699];[0.0119, 0.00903308459216192, 0.0, 0.007833421255522308];[0.049316683359936386, 0.03307723404779125, 0.07843168110566429, 0.11776270762166566];4.1276251332482744e-10;False;0.12929777117171842
7;380;0.015856738833354377;3.235003395301849;[[0.0905956670537931, 0.0006671103403130263, 0.01110104399579092]];3.39470202102593;1.1881427252170127;489.0345374100244;[0.08549724475707016, 0.012, 0.041689611618251694];[];False;3;;[0.0810632593253182, 0.09008965034895472, 0.0905956670537931, 0.090327159861383, 0.08952354908960575, 0.08549724475707016];[0.0119, 0.0, 0.0006671103403130263, 0.0, 0.001996583594754296, 0.012];[0.00947712681141291, 0.011014840253150462, 0.01110104399579092, 0.008320836727843377, 0.0, 0.041689611618251694];1.7878229569176547e-10;False;0.0703847400295273
8;380;0.017143981649896264;3.3206063068860012;[[0.04511121217355466, 0.0038386079985093056, 0.04195246587126257]];1.189980812879952;-0.6771070840808314;428.9659788801306;[0.06481372193335981, 0.012, 0.05207331060134305];[];False;2;;[0.05106392287684542, 0.046563063755386304, 0.04511121217355466, 0.04988626636782564, 0.06481372193335981];[0.0119, 0.0, 0.0038386079985093056, 0.0, 0.012];[0.03866954638334236, 0.041151769837281284, 0.04195246587126257, 0.044405330134095145, 0.05207331060134305];1.1244975021984081e-10;False;0.04437414676537175
9;380;0.0418741152045799;8.977573771934845;[[0.0777227233584624, 0.007794848606165952, 0.010771364793987638]];5.29333369591763;0.9212301089664469;506.3272559178258;[0.06268813687320665, 0.012, 0.02709052815458281];[];False;2;;[0.05706370090319875, 0.06954627297743499, 0.0777227233584624, 0.07180237873544909, 0.06268813687320665];[0.0119, 0.0, 0.007794848606165952, 0.0, 0.012];[0.04141054320561519, 0.022897772156224183, 0.010771364793987638, 0.017197552248409805, 0.02709052815458281];1.7005479761382503e-10;False;0.07160944629258793
