Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.014319094995343014;2.265912143436559;[[0.04255615689014706, 0.011626401688723106, 0.04465099396609687]];4.924751778411374;-0.404299190356467;444.1743259711958;[];[0.08059625090016244, 0.02031964291605482, 0.07353286181471143];False;2;0.2523603297418939;[0.052269712609400484, 0.04255615689014706, 0.018311423035730304, 0.0, 0.033106043574417814, 0.08059625090016244];[0.0219, 0.011626401688723106, 0.022, 0.014165088376669318, 0.0, 0.02031964291605482];[0.04691737754200473, 0.04465099396609687, 0.05033690146699102, 0.05463132095685222, 0.062395394698186314, 0.07353286181471143];3.5373378959960137e-10;False;0.1513492212669673
1;380;0.02819569866989557;14.217006422731629;[[0.01826525313675248, 7.239400500306049e-05, 0.0564766294504813]];1.5739777634038004;0.9605249276753232;464.8436421268753;[0.03359973043952927, 0.022, 0.056391501736918585];[];False;0;;[0.03611134824226643, 0.01826525313675248, 0.03359973043952927];[0.0219, 7.239400500306049e-05, 0.022];[0.05621218759359125, 0.0564766294504813, 0.056391501736918585];1.1621307949485944e-10;False;0.05495337692397469
2;380;0.04582069866643872;1.9931269507859886;[[0.07827669186996447, 0.010034706495740278, 0.03885178606338972]];2.966560172624361;-0.9249614865221232;473.2693773900932;[];[0.08919303062561139, 0.0044498651126818065, 0.06371150925992622];False;3;0.23373679830588984;[0.050152446908188895, 0.0694393304355212, 0.07827669186996447, 0.08241188718123942, 0.08583937707615295, 0.08919303062561139];[0.0219, 0.0, 0.010034706495740278, 0.0045478364066282705, 0.0, 0.0044498651126818065];[0.05584407233221017, 0.04419119963908535, 0.03885178606338972, 0.0, 0.03220261538034926, 0.06371150925992622];3.5286749511105505e-10;False;0.14997538561851625
3;380;0.04009557802230531;0.049494261353045646;[[0.03609278799202034, 0.0018881623546751353, 0.08874606010520172], [0.010251081883772203, 0.0026472297815206703, 0.1055197850937106]];5.058139014558932;0.09755326393340501;428.9659788801306;[];[];False;3;0.2683799504570655;[0.03781390365617132, 0.03622939988143991, 0.03609278799202034, 0.016799031720962438, 0.0, 0.010251081883772203];[0.0219, 0.0, 0.0018881623546751353, 0.0, 0.0016440188652168306, 0.0026472297815206703];[0.056515384195425906, 0.08618778141131964, 0.08874606010520172, 0.09572925254367111, 0.10180950304747827, 0.1055197850937106];4.1492521628664027e-10;False;0.08958983937535094
4;380;2.2869456607377323e-05;1.376708877517115;[[0.044558896258891555, 0.02188427644633527, 0.02470101849920753], [0.029486509263557496, 0.015106648435186196, 0.15190067416019146]];5.4513090114444696;-0.5377190278181729;455.86529629651864;[];[];False;21;;[0.044549720088404764, 0.044558896258891555, 0.04436483774216781, 0.00747271653846554, 0.0, 0.029419404665236723, 0.06631152586893899, 0.10320364707264126, 0.12069059282154301, 0.14009576827634354, 0.17698788948004582, 0.2, 0.18611998931625193, 0.14922786811254965, 0.11233574690884737, 0.09077495288137082, 0.07544362570514511, 0.03855150450144284, 0.0016593832977405687, 0.0, 0.0352327379059617, 0.07212485910966397, 0.09775950141571535, 0.10901698031336624, 0.1459091015170685, 0.1828012227207708, 0.2, 0.18030665607552696, 0.14341453487182468, 0.11370604428719847, 0.10652241366812241, 0.06963029246442015, 0.03273817126071788, 0.0, 0.004153949942984381, 0.029486509263557496];[0.0219, 0.02188427644633527, 0.022, 0.0, 0.004456229636092156, 0.022, 0.0, 0.022, 0.011571952115422656, 0.0, 0.022, 0.008277112431578306, 0.0, 0.022, 0.0, 0.012857419230122303, 0.022, 0.0, 0.022, 0.021010454499248772, 0.0, 0.022, 0.006713209424332733, 0.0, 0.022, 0.0, 0.010256203433080764, 0.022, 0.0, 0.01771616192121224, 0.022, 0.0, 0.022, 0.00247713863458969, 0.0, 0.015106648435186196];[0.024687177263682237, 0.02470101849920753, 0.024906878502300604, 0.06404255939547987, 0.07196972216933582, 0.10317824028865913, 0.1423139211818384, 0.18144960207501765, 0.2, 0.17941471703180312, 0.14027903613862386, 0.11586746573813621, 0.10114335524544459, 0.06200767435226532, 0.022871993459086054, 0.0, 0.016263687434093215, 0.05539936832727248, 0.09453504922045175, 0.09629534635439181, 0.133670730113631, 0.17280641100681027, 0.2, 0.1880579081000105, 0.14892222720683124, 0.10978654631365198, 0.09154184155308023, 0.07065086542047272, 0.031515184527293454, 0.0, 0.007620496365885813, 0.04675617725906508, 0.08589185815224434, 0.12062097053944779, 0.1250275390454236, 0.15190067416019146];3.012145558818657e-09;False;1.3767317469737226
5;380;0.06855508855301445;0;[];0;0;380;[0.006724171366480906, 0.022, 0.020584536345922222];[];False;1;;[0.053882169267525724, 0.030356881020763046, 0.006724171366480906];[0.0219, 0.0, 0.022];[0.011827052963997975, 0.01619582030031098, 0.020584536345922222];1.372708789626908e-10;False;0.06502138326135201
6;380;0.01418311848966999;4.291304130899948;[[0.04464326983691395, 0.01390234907746096, 0.017171966962264636]];0.6852306551869657;0.10271501054700988;511.9184981959861;[];[0.08664262114337878, 0.018231548499324297, 0.06882905030052279];False;0;0.15546335832333966;[0.04971680914842396, 0.04464326983691395, 0.08664262114337878];[0.0219, 0.01390234907746096, 0.018231548499324297];[0.027729316471861807, 0.017171966962264636, 0.06882905030052279];2.1949663102298822e-10;False;0.08089999594068578
7;380;0.018485733687439138;1.7009030004287715;[[0.05219352233523128, 0.019811255796516967, 0.05190406001317237]];2.795948511750474;0.19378429057174132;464.8436421268753;[];[0.09373675676315898, 0.016036010145476377, 0.06566230127187112];True;1;0.23373679830588984;[0.03388659241122943, 0.05219352233523128, 0.06334653099479441, 0.07053433436104978, 0.09373675676315898];[0.0219, 0.019811255796516967, 0.022, 0.020589415337701037, 0.016036010145476377];[0.0504154988377337, 0.05190406001317237, 0.02034131186557165, 0.0, 0.06566230127187112];6.179221162725403e-10;False;0.14344235298053506
8;380;0.018974893182205722;4.960137716265885;[[0.022785843081243463, 0.01336084620578078, 0.006922179991010969]];2.9941325274090542;-0.9620250205083175;469.2708302065761;[0.04743558965095529, 0.022, 0.1167309503866165];[];False;3;;[0.0356327977768066, 0.022785843081243463, 0.023373834602286203, 0.03209957587521578, 0.040362457313810454, 0.04743558965095529];[0.0219, 0.01336084620578078, 0.012517353649494493, 0.0, 0.011853366481494123, 0.022];[0.017971396198730723, 0.006922179991010969, 0.0, 0.10272452830458662, 0.2, 0.1167309503866165];6.845189116470899e-10;False;0.31234999299411936
9;380;0.05130042155391339;0;[];0;0;380;[];[0.07503005201210766, 0.015023366508530953, 0.07503317073498172];False;0;0.27532653351515757;[0.05427208595392976, 0.07503005201210766];[0.0219, 0.015023366508530953];[0.05715728488707478, 0.07503317073498172];5.962793570343516e-11;False;0.028244088547798096
