Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.02531017484740521;0.4435245155796997;[[0.00017760611025601902, 0.005805375474589136, 0.10757584783635216]];4.094079392473133;0.6155978195246711;450.370708338086;[0.022168970820376277, 0.01, 0.08810510917114535];[];False;4;;[0.015035358916177697, 0.005445753496977504, 0.0, 0.00017760611025601902, 0.0, 0.008030377930533399, 0.022168970820376277];[0.0099, 0.0, 0.005622020642489982, 0.005805375474589136, 0.005679757521204531, 0.0, 0.01];[0.09482783516327634, 0.10286363957098676, 0.10742701919312414, 0.10757584783635216, 0.1074210983116767, 0.10042417030101893, 0.08810510917114535];1.3861928074680397e-10;False;0.05890018911620526
1;380;7.800614540623402e-05;13.074101922288555;[[0.003228810372124696, 0.009847488678667764, 0.09351165174910983]];4.533569729745489;-0.5733811562469698;450.370708338086;[0.0029926330442639963, 0.01, 0.0934608357956998];[];False;0;;[0.003172082622812506, 0.003228810372124696, 0.0029926330442639963];[0.0099, 0.009847488678667764, 0.01];[0.09352211512863341, 0.09351165174910983, 0.0934608357956998];3.165112429992172e-11;False;0.00036370125290878676
2;380;0.10357519893210666;0;[];0;0;380;[0.10347345185057245, 0.01, 0.024620489704689018];[];False;2;;[0.10086973250672501, 0.10118754512819213, 0.1021650501702471, 0.10347345185057245];[0.0099, 0.007470985835266652, 0.0, 0.01];[0.0034230191014546405, 0.0, 0.01052827422421482, 0.024620489704689018];7.280391362449944e-11;False;0.034485181463663236
3;380;0.00927340314645285;1.1812084941288463;[[0.03353385078981687, 0.00906536101836061, 0.022798022260336302], [0.05981221781524551, 0.007524464824072203, 0.04199840686950672]];3.1152801901702225;-0.563124795801902;450.370708338086;[];[];False;5;;[0.04265675419731097, 0.03353385078981687, 0.03404121443442029, 0.04071763099559884, 0.04739404755677738, 0.047893427937949214, 0.05407046411795593, 0.05981221781524551];[0.0099, 0.00906536101836061, 0.008745056697524851, 0.00453016054761161, 0.00031526439769836816, 0.0, 0.003899631752214873, 0.007524464824072203];[0.024237472538915637, 0.022798022260336302, 0.0, 0.3, 0.0, 0.02243930003149834, 0.3, 0.04199840686950672];2.6739635849060057e-09;False;1.190481897275299
4;380;0.0672496179765155;22.043958145467396;[[0.03676502209947614, 0.005758830760331382, 0.023966682741989882]];4.035654504061415;-0.6792214679155981;459.3721671579427;[0.031511984006838065, 0.01, 0.018543423295908416];[];False;1;;[0.024481598078087356, 0.0, 0.03676502209947614, 0.031511984006838065];[0.0099, 0.00824468513356358, 0.005758830760331382, 0.01];[0.05142962781605239, 0.04045209499228876, 0.023966682741989882, 0.018543423295908416];2.841579458196487e-10;False;0.07590950647127857
5;380;0.04595371784112619;0;[];0;0;380;[0.11284764810414474, 0.01, 0.004507687499572358];[];False;1;;[0.09622801657219293, 0.1044960744699981, 0.11284764810414474];[0.0099, 0.0, 0.01];[0.013527586502269737, 0.009040300063741895, 0.004507687499572358];5.7954491874557685e-11;False;0.0274514249225192
6;380;0.013375452570748797;3.166969750937929;[[0.11017337998271773, 0.0008132351176703779, 0.05543913157430865]];5.54477909192125;0.7648029501815528;464.8436421268753;[0.09890531139757085, 0.01, 0.0725976084922381];[];False;1;;[0.10478770166285953, 0.11017337998271773, 0.10932593803014377, 0.09890531139757085];[0.0099, 0.0008132351176703779, 0.0, 0.01];[0.04723377329568236, 0.05543913157430865, 0.05672957572386702, 0.0725976084922381];7.974713716709408e-11;False;0.03657693427974126
7;380;0.019793944316009233;5.050571790591518;[[0.07976438397058194, 0.00033992787580905924, 0.005882441623349737]];3.4482043141523984;0.4181620178981814;419.1114406296339;[];[0.12979406141117103, 0.0072184778914330585, 0.11843964246479644];True;11;0.2683799504570655;[0.06590935266824753, 0.07140173268041465, 0.07930444798109154, 0.07976438397058194, 0.07899941781929865, 0.07806249561356746, 0.05649563964392522, 0.03399186146855178, 0.011488083293178342, 0.0, 0.008732502075437491, 0.011015694882195094, 0.03351947305756853, 0.05602325123294197, 0.07852702940831541, 0.09552749976444243, 0.10103080758368885, 0.12353458575906229, 0.12979406141117103];[0.0099, 0.005840711069945361, 0.0, 0.00033992787580905924, 0.0, 0.0004163399578638294, 0.01, 0.0, 0.01, 0.004895042421920912, 0.00101458199106147, 0.0, 0.01, 0.0, 0.01, 0.002445503939986775, 0.0, 0.01, 0.0072184778914330585];[0.0038634403939351233, 0.0, 0.005558914249700181, 0.005882441623349737, 0.003238397018299184, 0.0, 0.07454412078073352, 0.15232663857976625, 0.23010915637879897, 0.2698168017468233, 0.3, 0.2921083258221683, 0.21432580802313556, 0.13654329022410283, 0.05876077242507012, 0.0, 0.019021745373962597, 0.09680426317299531, 0.11843964246479644];1.6851801370571012e-09;False;0.7795497129520922
8;380;0.027229266638060072;0.20007541140110063;[[0.06282163709079305, 0.007556548236963143, 0.04957893473491459], [0.06720849386575688, 0.004624951889918859, 0.1500771114786033]];3.076835132789507;-1.225130524950985;444.1743259711958;[];[];False;3;;[0.041929267994133546, 0.05377779905819409, 0.06282163709079305, 0.06391098895296883, 0.06554293532856172, 0.06720849386575688];[0.0099, 0.0, 0.007556548236963143, 0.004531617055474356, 0.0, 0.004624951889918859];[0.04911980640198661, 0.04938018837637732, 0.04957893473491459, 0.0, 0.07427367194727758, 0.1500771114786033];6.743033815156867e-10;False;0.2273046780391607
9;380;0.006909764275407958;3.490638755894804;[[0.07648082409050164, 0.0034858368174782817, 0.11129972483154213]];6.170569499506451;0.57168071282787;455.86529629651864;[0.055518676560227014, 0.01, 0.2683047751361861];[];False;2;;[0.07870845571476925, 0.07648082409050164, 0.07106250065804398, 0.058533257073455316, 0.055518676560227014];[0.0099, 0.0034858368174782817, 0.0, 0.008060592751013129, 0.01];[0.11001870556695251, 0.11129972483154213, 0.16826784322248423, 0.3, 0.2683047751361861];4.907729097073787e-10;False;0.22871025088042815
