Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out;Total_distance_m
0;380;0.015049293152511203;0.19712200692431095;[[0.005989812143703595, 0.0005616686367307829, 0.10240773459051061]];4.094079392473133;0.6155978195246711;450.370708338086;[0.00894290116551224, 0.01, 0.0893967504335751];[];False;2;;[0.015035358916177697, 0.005989812143703595, 0.005195691724330636, 0.0, 0.00894290116551224];[0.0099, 0.0005616686367307829, 0.0, 0.0036748294294994556, 0.01];[0.09482783516327634, 0.10240773459051061, 0.10171581156344868, 0.09718876672506245, 0.0893967504335751];8.106959146322534e-11;False;0.037495238886637916
1;380;4.638203240370671e-05;5.8107119654615795;[[0.0032058126359170522, 0.009868777052180833, 0.0935158936597275]];4.533569729745489;-0.5733811562469698;450.370708338086;[0.00300260224537548, 0.01, 0.09347217087807132];[];False;0;;[0.003172082622812506, 0.0032058126359170522, 0.00300260224537548];[0.0099, 0.009868777052180833, 0.01];[0.09352211512863341, 0.0935158936597275, 0.09347217087807132];3.1566933349731124e-11;False;0.0002921982371058472
2;380;0.061585253419090435;0;[];0;0;380;[0.10347345185057245, 0.01, 0.024620489704689018];[];False;2;;[0.10086973250672501, 0.10118754512819213, 0.1021650501702471, 0.10347345185057245];[0.0099, 0.007470985835266652, 0.0, 0.01];[0.0034230191014546405, 0.0, 0.01052827422421482, 0.024620489704689018];7.280391362449944e-11;False;0.034485181463663236
3;380;0.005513915384377369;0.5249815529461539;[[0.037232325144206366, 0.009403728173079282, 0.023381583184084682], [0.04891159937773021, 0.0020304722431091406, 0.09858175412149364]];3.1152801901702225;-0.563124795801902;450.370708338086;[];[];False;2;;[0.04265675419731097, 0.037232325144206366, 0.037752675774862354, 0.0444290923360409, 0.04891159937773021];[0.0099, 0.009403728173079282, 0.009075225023274366, 0.0048603288733611244, 0.0020304722431091406];[0.024237472538915637, 0.023381583184084682, 0.0, 0.3, 0.09858175412149364];1.4080582859253913e-09;False;0.5304954683305314
4;380;0.0399862593373876;9.797314731318842;[[0.011935311216680136, 0.007437683154791632, 0.03510030912336658]];4.035654504061415;-0.6792214679155981;459.3721671579427;[0.008761670356656483, 0.01, 0.03182382845274007];[];False;1;;[0.024481598078087356, 0.0, 0.011935311216680136, 0.008761670356656483];[0.0099, 0.00824468513356358, 0.007437683154791632, 0.01];[0.05142962781605239, 0.04045209499228876, 0.03510030912336658, 0.03182382845274007];2.769208983430564e-10;False;0.0452181604745116
5;380;0.027323832229858812;2.2191780246336603;[[0.11277040098330601, 0.009907505909397847, 0.004549611487289834]];2.652176500215218;0.7209137865557226;511.9184981959861;[0.11287566509340091, 0.01, 0.00428652982073045];[];False;1;;[0.09622801657219293, 0.1044960744699981, 0.11277040098330601, 0.11287566509340091];[0.0099, 0.0, 0.009907505909397847, 0.01];[0.013527586502269737, 0.009040300063741895, 0.004549611487289834, 0.00428652982073045];5.85837737015876e-11;False;0.027621905464064858
6;380;0.015482963226807651;3.1930853052218695;[[0.04383377371999504, 0.004712713514253424, 0.07647708932251099]];0.2169321887250874;-0.5404478360062629;464.8436421268753;[];[0.11289782409987885, 0.003271621747352434, 0.15808255641293936];True;3;0.23373679830588984;[0.03394693637339348, 0.04383377371999504, 0.051687791789912736, 0.06835338804600492, 0.08501898430209712, 0.08607704922019589, 0.10168458055818931, 0.11289782409987885];[0.0099, 0.004712713514253424, 0.0, 0.01, 0.0, 0.000634879725777583, 0.01, 0.003271621747352434];[0.0657502698274643, 0.07647708932251099, 0.11803525352057963, 0.20621834394688615, 0.29440143437319266, 0.3, 0.2174154752005008, 0.15808255641293936];8.524049069913239e-10;False;0.38969394605161384
7;380;0.02469168430955853;3.014147297119013;[[0.06099525645020128, 0.009841934626301212, 0.021766888981902446]];2.7580772643116003;0.01685377437358743;436.7508539799367;[];[0.1209757808183755, 0.009147071423195674, 0.12690680718763403];False;2;0.2523603297418939;[0.046361736521756645, 0.05370001668699416, 0.06099525645020128, 0.0697768328059108, 0.07037300197893236, 0.1209757808183755];[0.0099, 0.0, 0.009841934626301212, 0.009989951347812474, 0.01, 0.009147071423195674];[0.0193595282366958, 0.02056674889812958, 0.021766888981902446, 0.0, 0.0014777242351432548, 0.12690680718763403];3.910079262232353e-10;False;0.18501184319471167
8;380;0.000978146455738714;1.0004298549345831;[[0.057319288607701586, 0.00980926798192237, 0.043985072820262136], [0.046316312328524935, 0.009849454432902858, 0.16116162568446957]];6.17755061959958;0.18746352483300477;473.2693773900932;[];[];False;5;;[0.058293008930910946, 0.057319288607701586, 0.030649767797911523, 0.005607414326167889, 0.0, 0.0006017546467931839, 0.03185327709149789, 0.046316312328524935];[0.0099, 0.00980926798192237, 0.004750304635352927, 0.0, 0.0010636750374119319, 0.0011778223714966542, 0.007105949378346235, 0.009849454432902858];[0.044005245126496895, 0.043985072820262136, 0.3, 0.059605118284531716, 0.005776563185277514, 0.0, 0.3, 0.16116162568446957];2.2518723845443027e-09;False;1.001408001390322
9;380;0.01706534502881904;6.092678481489338;[[0.026364934189087877, 0.0034829637435804324, 0.07022603910496825]];1.4588056365233792;0.02754681011914904;492.4594622177664;[];[0.1664987091130362, 0.005298890659324065, 0.11603047782407316];False;1;0.18846145777887674;[0.019062075128150734, 0.026364934189087877, 0.2628855226358629, 0.3, 0.1664987091130362];[0.0099, 0.0034829637435804324, 0.01, 0.00897735585638214, 0.005298890659324065];[0.056200494688706755, 0.07022603910496825, 0.09683553398571237, 0.10101105841641005, 0.11603047782407316];9.208612582645969e-10;False;0.42692374294477
