Run;Initial_wl_nm;Absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out
727;380;0.004728428267182664;[0.075, 0.004656592817083569, 0.07506055195171725];4.373578923527907;0.5671375766971168;501.7887052523518;[];[0.1827715646833786, 0.0011378372555923763, 0.13059742420528958];True;34;0.18846145777887674;[0.075, 0.075, 0.06768909002858649, 0.05983902641062091, 0.05198896279265533, 0.04413889917468975, 0.03628883555672417, 0.028438771938758593, 0.020588708320793014, 0.012738644702827435, 0.004888581084861857, 0.0, 0.0029614825331037227, 0.010811546151069301, 0.01866160976903488, 0.02651167338700046, 0.03436173700496604, 0.04221180062293162, 0.050061864240897196, 0.057911927858862774, 0.06576199147682835, 0.07361205509479393, 0.08146211871275952, 0.0893121823307251, 0.09716224594869069, 0.10465234673411877, 0.10501230956665628, 0.11286237318462186, 0.12071243680258745, 0.12856250042055303, 0.13641256403851862, 0.1442626276564842, 0.1521126912744498, 0.15996275489241538, 0.16781281851038096, 0.17566288212834655, 0.18351294574631213, 0.19136300936427772, 0.1992130729822433, 0.2070631366002089, 0.21491320021817448, 0.22276326383614006, 0.23061332745410565, 0.23846339107207123, 0.24631345469003682, 0.2541635183080024, 0.26201358192596796, 0.26986364554393355, 0.27771370916189914, 0.2855637727798647, 0.2934138363978303, 0.3, 0.2987360999842041, 0.2908860363662385, 0.2830359727482729, 0.2751859091303073, 0.26733584551234174, 0.25948578189437616, 0.25163571827641057, 0.24378565465844498, 0.2359355910404794, 0.2280855274225138, 0.22023546380454823, 0.21238540018658264, 0.20453533656861705, 0.19668527295065147, 0.18883520933268588, 0.1827715646833786];[0.005, 0.004656592817083569, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0031137206797113705, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.00022927383143347708, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.004194974666891012, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0011378372555923763];[0.075, 0.07506055195171725, 0.07200598045460363, 0.06872614515753046, 0.0654463098604573, 0.06216647456338412, 0.05888663926631095, 0.05560680396923778, 0.0523269686721646, 0.04904713337509143, 0.045767298078018256, 0.04372479987990945, 0.04248746278094508, 0.03920762748387191, 0.035927792186798736, 0.03264795688972556, 0.029368121592652393, 0.026088286295579223, 0.022808450998506053, 0.019528615701432883, 0.016248780404359713, 0.012968945107286542, 0.00968910981021337, 0.006409274513140198, 0.003129439216067027, 0.0, 0.00015039608100614452, 0.003430231378079316, 0.006710066675152487, 0.009989901972225658, 0.01326973726929883, 0.016549572566372, 0.01982940786344517, 0.02310924316051834, 0.02638907845759151, 0.02966891375466468, 0.03294874905173785, 0.03622858434881102, 0.039508419645884196, 0.04278825494295737, 0.04606809024003054, 0.049347925537103716, 0.05262776083417689, 0.05590759613125006, 0.05918743142832324, 0.06246726672539641, 0.06574710202246958, 0.06902693731954275, 0.07230677261661592, 0.07558660791368908, 0.07886644321076225, 0.08161820840732163, 0.08214627850783542, 0.08542611380490858, 0.08870594910198175, 0.09198578439905492, 0.09526561969612808, 0.09854545499320125, 0.10182529029027441, 0.10510512558734758, 0.10838496088442075, 0.11166479618149391, 0.11494463147856708, 0.11822446677564025, 0.12150430207271341, 0.12478413736978658, 0.12806397266685976, 0.13059742420528958];1.3170472883385031e-09;False
728;380;0.013066568113232993;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
729;380;0.000630578410398473;[0.075, 0.0006209985074425309, 0.07577213611170051];1.0153330309716753;-0.07377420631420561;455.86529629651864;[];[0.13702913503383896, 0.003963471914891142, 0.11437536703143711];False;1;0.23373679830588984;[0.075, 0.075, 0.08340227915667454, 0.13702913503383896];[0.005, 0.0006209985074425309, 0.0, 0.003963471914891142];[0.075, 0.07577213611170051, 0.08100121309883326, 0.11437536703143711];1.6526461393450968e-10;False
730;380;0.0008343308454215238;[0.075, 0.0008216554851483478, 0.07573675487266357];3.5433122999274245;-1.235013934083857;428.9659788801306;[0.07354176376613812, 0.005, 0.06531945336693537];[];False;0;;[0.075, 0.075, 0.07354176376613812];[0.005, 0.0008216554851483478, 0.005];[0.075, 0.07573675487266357, 0.06531945336693537];3.461358564024917e-11;False
731;380;0.012100267185776387;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
732;380;0.0020117620419425127;[0.075, 0.0019811988561206587, 0.0755322960910595];3.5280507130090366;0.6510949015536376;459.3721671579427;[0.06583752204978863, 0.005, 0.04722447293230461];[];False;1;;[0.075, 0.075, 0.07239977456475481, 0.06583752204978863];[0.005, 0.0019811988561206587, 0.0, 0.005];[0.075, 0.0755322960910595, 0.06749880098266264, 0.04722447293230461];7.52395830408426e-11;False
733;380;0.0014727791521376287;[0.075, 0.0014504043274998837, 0.07562588948766777];5.452945724916946;0.08533260292141277;436.7508539799367;[];[0.11203806740445799, 0.002802712008199382, 0.14816288290659319];True;21;0.2523603297418939;[0.075, 0.075, 0.05804420443377434, 0.0, 0.00040775701153173094, 0.058859718456837795, 0.11731167990214386, 0.16956297477409832, 0.17576364134744993, 0.234215602792756, 0.29266756423806206, 0.3, 0.24888047431663185, 0.19042851287132578, 0.13197655142601972, 0.10344345067890891, 0.07352458998071365, 0.015072628535407584, 0.0, 0.04337933290989848, 0.10183129435520455, 0.16028325580051062, 0.21873521724581668, 0.2235501238680838, 0.27718717869112275, 0.3, 0.26436085986357116, 0.2059088984182651, 0.14745693697295903, 0.08900497552765296, 0.04945630158492345, 0.030553014082346893, 0.0, 0.027898947362959177, 0.08635090880826524, 0.11203806740445799];[0.005, 0.0014504043274998837, 0.0, 0.0049651203311703, 0.005, 0.0, 0.005, 0.0005304070573537217, 0.0, 0.005, 0.0, 0.0006272189658510384, 0.005, 0.0, 0.005, 0.002559269180914532, 0.0, 0.005, 0.003710682399468224, 0.0, 0.005, 0.0, 0.005, 0.0045881313044753465, 0.0, 0.0019514162352125143, 0.005, 0.0, 0.005, 0.0, 0.003383006571963842, 0.005, 0.002386485130106748, 0.0, 0.005, 0.002802712008199382];[0.075, 0.07562588948766777, 0.09118197090888443, 0.1444345810075878, 0.1448086773598754, 0.1984353838108664, 0.2520620902618574, 0.3, 0.2943112032871516, 0.2406844968361606, 0.18705779038516962, 0.18033065291273206, 0.13343108393417863, 0.07980437748318764, 0.02617767103219664, 0.0, 0.027449035418794353, 0.08107574186978535, 0.09490411316694808, 0.13470244832077635, 0.18832915477176734, 0.24195586122275833, 0.29558256767374935, 0.3, 0.25079072587525963, 0.22986112075337173, 0.19716401942426864, 0.14353731297327765, 0.08991060652228666, 0.036283900071295665, 0.0, 0.017342806379695336, 0.04537364532630841, 0.07096951283068634, 0.12459621928167733, 0.14816288290659319];3.992547573715929e-09;False
734;380;0.0015342372568076972;[0.075, 0.0015109287454644037, 0.07561521739978895];4.392911618871835;-1.076094670398586;433.55285670546846;[0.07311784610000438, 0.005, 0.07430377076017113];[];False;0;;[0.075, 0.075, 0.07311784610000438];[0.005, 0.0015109287454644037, 0.005];[0.075, 0.07561521739978895, 0.07430377076017113];1.953414333613706e-11;False
735;380;0.0022572594036581123;[0.075, 0.0022229665612822232, 0.07548966592157555];2.0665727329037007;0.5793085103339535;436.7508539799367;[0.07924505632191758, 0.005, 0.07274618558226331];[];False;0;;[0.075, 0.075, 0.07924505632191758];[0.005, 0.0022229665612822232, 0.005];[0.075, 0.07548966592157555, 0.07274618558226331];2.289390475827095e-11;False
736;380;0.004601607404610494;[0.075, 0.004531698648378801, 0.07508257416339306];3.425222693470141;-0.2401725664270682;469.2708302065761;[];[0.1478322947666601, 0.0008967589946096907, 0.11197130741546271];False;9;0.23373679830588984;[0.075, 0.075, 0.07308778238039532, 0.05374246898540892, 0.05267125344037811, 0.032254724500360904, 0.011838195560343698, 0.0, 0.008578333379673512, 0.028994862319690718, 0.031194140813014748, 0.04941139125970793, 0.06982792019972514, 0.09024444913974235, 0.11066097807975955, 0.11613075061143842, 0.13107750701977677, 0.1478322947666601];[0.005, 0.004531698648378801, 0.005, 0.00026234027051757775, 0.0, 0.005, 0.0, 0.0028991694903486662, 0.005, 0.0, 0.0005386024479933408, 0.005, 0.0, 0.005, 0.0, 0.0013395451665042554, 0.005, 0.0008967589946096907];[0.075, 0.07508257416339306, 0.06832853385918433, 0.0, 0.0037835824183697097, 0.07589569869592373, 0.14800781497347776, 0.18982086445274976, 0.22011993125103177, 0.2922320475285858, 0.3, 0.23565583619386016, 0.16354371991630612, 0.0914316036387521, 0.019319487361198068, 0.0, 0.052792628916355964, 0.11197130741546271];1.7414699644366407e-09;False
737;380;0.0010444390351482683;[0.075, 0.001028571659362606, 0.07570026996840462];0.2908624921685273;-1.4625958675024529;554.7594748248516;[0.07565485174307497, 0.005, 0.09595744978260443];[];False;1;;[0.075, 0.075, 0.07511172828027432, 0.07565485174307497];[0.005, 0.001028571659362606, 0.0, 0.005];[0.075, 0.07570026996840462, 0.07915647190690843, 0.09595744978260443];5.5359993352010153e-11;False
738;380;2.5678094373460548e-05;[0.075, 2.5287986421563928e-05, 0.07587717594924841];6.13549398813648;-0.33112259568856245;436.7508539799367;[];[0.14128277220121224, 0.0043789043302563235, 0.18685408362066025];False;13;0.2523603297418939;[0.075, 0.075, 0.06052935878432719, 0.04598515886262789, 0.04346751356844788, 0.0314409589409286, 0.016896759019229296, 0.002352559097529997, 0.001259648441228524, 0.0, 0.012191640824169302, 0.0267358407458686, 0.04094821668599083, 0.041280040667567894, 0.055824240589267195, 0.0703684405109665, 0.08315608181321019, 0.0849126404326658, 0.0994568403543651, 0.11400104027606439, 0.12536394694042954, 0.1285452401977637, 0.14128277220121224];[0.005, 2.5287986421563928e-05, 0.005, 0.0, 0.0008655152252217739, 0.005, 0.0, 0.005, 0.004624279553985332, 0.0041912380501521835, 0.0, 0.005, 0.00011407433319243678, 0.0, 0.005, 0.0, 0.0043961308876004565, 0.005, 0.0, 0.005, 0.0010936638916066478, 0.0, 0.0043789043302563235];[0.075, 0.07587717594924841, 0.17872986351392361, 0.28210538282432757, 0.3, 0.21451909786526846, 0.11114357855486452, 0.0077680592444605845, 0.0, 0.008953178068341993, 0.09560746006594335, 0.1989829793763473, 0.3, 0.29764150131324874, 0.19426598200284478, 0.09089046269244085, 0.0, 0.012485056617963102, 0.11586057592836704, 0.21923609523877097, 0.3, 0.27738838545082506, 0.18685408362066025];3.29186726842351e-09;False
739;380;0.0017670446413195343;[0.075, 0.0017401992626901552, 0.07557479082172107];1.0930963849359427;-1.1831029008670837;450.370708338086;[0.07775243557206245, 0.005, 0.07934385731145997];[];False;1;;[0.075, 0.075, 0.07571062978503006, 0.07775243557206245];[0.005, 0.0017401992626901552, 0.0, 0.005];[0.075, 0.07557479082172107, 0.07654789658178075, 0.07934385731145997];2.8026622352014394e-11;False
740;380;0.005008830401546477;[0.075, 0.004932735012966223, 0.07501186063207106];6.267543407014854;0.9669173803044859;492.4594622177664;[0.06814793801512861, 0.005, 0.24639587997011642];[];False;3;;[0.075, 0.075, 0.0730014718503854, 0.07159717026381272, 0.07033662717648949, 0.06814793801512861];[0.005, 0.004932735012966223, 0.002035672702394018, 0.0, 0.0018272806764521848, 0.005];[0.075, 0.07501186063207106, 0.3, 0.14190805561815725, 0.0, 0.24639587997011642];1.6394369770436764e-09;False
741;380;0.004700626585468639;[0.075, 0.00462921350538482, 0.07506537966308297];3.1804121645221914;-0.6258852434383447;450.370708338086;[0.07448703595260113, 0.005, 0.05876884851519966];[];False;0;;[0.075, 0.075, 0.07448703595260113];[0.005, 0.00462921350538482, 0.005];[0.075, 0.07506537966308297, 0.05876884851519966];4.514927462599942e-11;False
742;380;0.007441571045692443;[0.075, 0.002671483139610915, 0.07635268945956347];3.502010437615693;-0.16167320617645328;450.370708338086;[];[0.11518148063355291, 0.0036894565665241603, 0.16506423100000173];False;7;0.2523603297418939;[0.075, 0.075, 0.075, 0.060723090993277135, 0.04659946153386109, 0.030066432994379815, 0.0, 0.0005902250045175072, 0.03124688300341483, 0.06190354100231216, 0.06499007905925668, 0.09256019900120947, 0.11518148063355291];[0.005, 0.0, 0.002671483139610915, 0.005, 0.002696482529190877, 0.0, 0.004903736244743518, 0.005, 0.0, 0.005, 0.0044965958035844055, 0.0, 0.0036894565665241603];[0.075, 0.07588163490354231, 0.07635268945956347, 0.037970304522305154, 0.0, 0.04444779085460526, 0.125279111159102, 0.12686588623151568, 0.2092839816084261, 0.2917020769853365, 0.3, 0.22587982763775305, 0.16506423100000173];1.1749664580391056e-09;False
743;380;0.015316437924888668;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
744;380;0.012120399994523324;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
745;380;0.003284919522909879;[0.075, 0.003235014214182814, 0.07531121461460649];5.303802119449166;1.1481851034293846;436.7508539799367;[0.07129664673074376, 0.005, 0.0813754061405986];[];False;1;;[0.075, 0.075, 0.07354518763968239, 0.07129664673074376];[0.005, 0.003235014214182814, 0.0, 0.005];[0.075, 0.07531121461460649, 0.07769345042791263, 0.0813754061405986];3.3681380369461586e-11;False
746;380;0.0022953410310653606;[0.075, 0.002260469643200204, 0.07548305311637368];0.9695234749904511;-0.1926379753226907;450.370708338086;[];[0.13291161261892082, 0.0009644170564302385, 0.1159595361747036];True;1;0.2523603297418939;[0.075, 0.075, 0.08658877769984537, 0.11222233958975167, 0.13291161261892082];[0.005, 0.002260469643200204, 0.0, 0.005, 0.0009644170564302385];[0.075, 0.07548305311637368, 0.0835828614798743, 0.10149906837932532, 0.1159595361747036];1.6177694263981065e-10;False
747;380;0.0033008432752778417;[0.075, 0.00325069604897183, 0.07530844948402618];2.956676384279112;-0.3485102491297908;477.8436481302492;[];[0.11300924639247968, 0.0005596275210597902, 0.14088901704821274];False;3;0.20641329805171382;[0.075, 0.075, 0.08394667720462017, 0.08823982865195658, 0.09770784876578463, 0.1114690203269491, 0.11300924639247968];[0.005, 0.00325069604897183, 0.0, 0.0015598786150781516, 0.005, 0.0, 0.0005596275210597902];[0.075, 0.07530844948402618, 0.0244195440438143, 0.0, 0.05385431588275074, 0.13212817580931577, 0.14088901704821274];4.750635396481928e-10;False
