Run;Initial_wl_nm;Absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out
47;380;0.011390970139154938;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
48;380;0.0009973244444169142;[0.075, 0.000982172845130371, 0.07570845133122664];2.2429893905056186;-0.24770284377351914;428.9659788801306;[];[0.1120033325277275, 0.00011369055955478122, 0.15280205892542914];False;21;0.2683799504570655;[0.075, 0.075, 0.07888369609401212, 0.0986546361748113, 0.11842557625561047, 0.13819651633640964, 0.1579674564172088, 0.16722785664681417, 0.177738396498008, 0.19750933657880715, 0.2172802766596063, 0.23705121674040547, 0.25682215682120463, 0.2765930969020038, 0.29636403698280295, 0.3, 0.28386502293639787, 0.2640940828555987, 0.24432314277479955, 0.2245522026940004, 0.20478126261320123, 0.18501032253240207, 0.1652393824516029, 0.14546844237080375, 0.1256975022900046, 0.10592656220920542, 0.08615562212840625, 0.0673128517214711, 0.06638468204760707, 0.0466137419668079, 0.026842801886008728, 0.0070718618052095575, 0.0, 0.012699078275589614, 0.03247001835638878, 0.052240958437187957, 0.07201189851798713, 0.0917828385987863, 0.11155377867958548, 0.1120033325277275];[0.005, 0.000982172845130371, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0023419220815399464, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.004080477963531902, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.00476526921075305, 0.005, 0.0, 0.005, 0.0, 0.0017884485452660634, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.00011369055955478122];[0.075, 0.07570845133122664, 0.07252038400093215, 0.0562907185907094, 0.04006105318048665, 0.0238313877702639, 0.007601722360041148, 0.0, 0.008627943050181606, 0.024857608460404357, 0.041087273870627106, 0.057316939280849855, 0.0735466046910726, 0.08977627010129535, 0.1060059355115181, 0.10899064250935887, 0.12223560092174085, 0.1384652663319636, 0.15469493174218635, 0.1709245971524091, 0.18715426256263185, 0.2033839279728546, 0.21961359338307734, 0.2358432587933001, 0.25207292420352284, 0.2683025896137456, 0.28453225502396834, 0.3, 0.2992380795658089, 0.28300841415558614, 0.2667787487453634, 0.25054908333514064, 0.24474389903652707, 0.2343194179249179, 0.21808975251469515, 0.2018600871044724, 0.18563042169424965, 0.1694007562840269, 0.15317109087380415, 0.15280205892542914];1.7835396359283658e-09;False
49;380;0.009088541558346225;[0.075, 0.001049533809766979, 0.07606669603136998];1.6209703656566405;-0.02385268186584116;469.2708302065761;[];[0.1759795411943949, 0.0031630629861251866, 0.12229447040616491];False;25;0.23373679830588984;[0.075, 0.075, 0.075, 0.11899231767230836, 0.3, 0.27142740362244583, 0.06184712491720007, 0.0, 0.14773315378804572, 0.3, 0.2426865675067085, 0.03310628880146274, 0.0, 0.17647398990378302, 0.3, 0.21394573139097117, 0.2106464384815892, 0.004365452685725413, 0.0, 0.20521482601952035, 0.3, 0.18520489527523384, 0.0, 0.024375383430011912, 0.23395566213525767, 0.3, 0.15646405915949652, 0.0, 0.05311621954574927, 0.26269649825099506, 0.3, 0.12772322304375916, 0.0, 0.08185705566148661, 0.29143733436673236, 0.3, 0.1759795411943949];[0.005, 0.0, 0.001049533809766979, 0.0, 0.004318337666261559, 0.005, 0.0, 0.0014754996342996095, 0.005, 0.0013673383976623402, 0.0, 0.005, 0.00421017642962429, 0.0, 0.002946985538413761, 0.005, 0.004921288087558513, 0.0, 0.00010414750645181163, 0.005, 0.002738690525510138, 0.0, 0.004418471442527913, 0.005, 0.0, 0.0015756334105659635, 0.005, 0.0012672046213959868, 0.0, 0.005, 0.004110042653357937, 0.0, 0.003047119314680114, 0.005, 0.0, 0.0002042812827181651, 0.0031630629861251866];[0.075, 0.07588163490354231, 0.07606669603136998, 0.07385694109624133, 0.06476483955480357, 0.06332962451737256, 0.052802307938503795, 0.04969569758604838, 0.04227499135963503, 0.03462655561729318, 0.031747674780766254, 0.021220358201897487, 0.01955741364853798, 0.010693041623028718, 0.004488271679782779, 0.00016572504415994765, 0.0, 0.010361591534708822, 0.010580870288972422, 0.02088890811357759, 0.02565001225772762, 0.03141622469244636, 0.04071915422648282, 0.04194354127131513, 0.0524708578501839, 0.05578829619523802, 0.06299817442905267, 0.07085743816399323, 0.07352549100792145, 0.08405280758679022, 0.08592658013274843, 0.09458012416565899, 0.10099572210150363, 0.10510744074452777, 0.11563475732339654, 0.11606486407025884, 0.12229447040616491];8.371351957107544e-09;False
50;380;0.006947805396457798;[0.075, 0.0031577473791483007, 0.0764384309647476];1.9759472948145453;-0.5576941237051847;501.7887052523518;[];[0.15225534741653116, 0.0006612786474828637, 0.11197202773688134];False;26;0.18846145777887674;[0.075, 0.075, 0.075, 0.08006258635328116, 0.0880787221384158, 0.09609485792355045, 0.1041109937086851, 0.11212712949381974, 0.12014326527895439, 0.12815940106408905, 0.1361755368492237, 0.14419167263435836, 0.15220780841949302, 0.16022394420462768, 0.16824007998976234, 0.176256215774897, 0.18427235156003166, 0.19228848734516632, 0.20030462313030098, 0.20832075891543564, 0.2163368947005703, 0.22435303048570496, 0.22622311463134281, 0.23236916627083962, 0.24038530205597428, 0.24840143784110894, 0.25641757362624357, 0.2644337094113782, 0.2724498451965129, 0.28046598098164754, 0.2884821167667822, 0.29649825255191686, 0.3, 0.29548561166294846, 0.2874694758778138, 0.27945334009267914, 0.2714372043075445, 0.2634210685224098, 0.25540493273727516, 0.2473887969521405, 0.23937266116700584, 0.23135652538187118, 0.22334038959673652, 0.21532425381160186, 0.2073081180264672, 0.19929198224133254, 0.19127584645619788, 0.18325971067106323, 0.17524357488592857, 0.1672274391007939, 0.15921130331565925, 0.15225534741653116];[0.005, 0.0, 0.0031577473791483007, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0011664498929183523, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0028158132908770914, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0006612786474828637];[0.075, 0.07588163490354231, 0.0764384309647476, 0.07387945604605385, 0.0698275566832493, 0.06577565732044474, 0.061723757957640187, 0.05767185859483563, 0.05361995923203108, 0.04956805986922652, 0.04551616050642197, 0.04146426114361741, 0.03741236178081286, 0.0333604624180083, 0.029308563055203747, 0.025256663692399192, 0.021204764329594637, 0.017152864966790082, 0.013100965603985527, 0.009049066241180972, 0.0049971668783764175, 0.0009452675155718626, 0.0, 0.0031066318472326927, 0.007158531210037247, 0.011210430572841802, 0.015262329935646357, 0.019314229298450912, 0.023366128661255467, 0.027418028024060022, 0.03146992738686458, 0.03552182674966913, 0.03729184769665739, 0.03957372611247369, 0.04362562547527824, 0.047677524838082797, 0.05172942420088735, 0.055781323563691906, 0.05983322292649646, 0.06388512228930102, 0.06793702165210558, 0.07198892101491014, 0.0760408203777147, 0.08009271974051926, 0.08414461910332383, 0.08819651846612839, 0.09224841782893295, 0.09630031719173751, 0.10035221655454207, 0.10440411591734663, 0.1084560152801512, 0.11197202773688134];1.0305912498599927e-09;False
51;380;0.008989621091488861;[0.075, 0.0011469514524596982, 0.07608387339017372];4.299826119509371;-0.02690493183253924;421.69799427278133;[];[0.18594235197739478, 0.004308189986701563, 0.13804515981568152];False;5;0.2683799504570655;[0.075, 0.075, 0.075, 0.0, 0.06817519247709018, 0.09877092501452796, 0.25396988298065254, 0.3, 0.18594235197739478];[0.005, 0.0, 0.0011469514524596982, 0.003165308376350426, 0.005, 0.004176625218554049, 0.0, 0.0012387360719133384, 0.004308189986701563];[0.075, 0.07588163490354231, 0.07608387339017372, 0.043245868391432074, 0.013396037573393922, 0.0, 0.06795232209988127, 0.08810615160353452, 0.13804515981568152];1.1488901466319042e-09;False
52;380;0.0002873383584762599;[0.075, 0.000282973043165222, 0.07583173912121911];1.6390956726310213;-0.8026324877281121;416.37360196430393;[0.0801039438235361, 0.005, 0.07532924760048253];[];False;1;;[0.075, 0.075, 0.07527338366183012, 0.0801039438235361];[0.005, 0.000282973043165222, 0.0, 0.005];[0.075, 0.07583173912121911, 0.07580482405774525, 0.07532924760048253];2.626299993910655e-11;False
53;380;0.0049885413499124185;[0.075, 0.004912754197615737, 0.0750153837889139];4.13789897181649;-0.7545453213725349;450.370708338086;[0.07490719743036685, 0.005, 0.07493293182373782];[];False;0;;[0.075, 0.075, 0.07490719743036685];[0.005, 0.004912754197615737, 0.005];[0.075, 0.0750153837889139, 0.07493293182373782];1.1038996858453402e-11;False
54;380;0.007808451177334336;[0.075, 0.0023101767415438395, 0.07628898139328166];1.6726686760449487;0.3334830537093151;485.2082870573262;[];[0.12262289164760637, 0.002365969195629923, 0.12359876347707212];False;72;0.20641329805171382;[0.075, 0.075, 0.075, 0.08276460284462821, 0.09719789845283994, 0.11163119406105165, 0.12606448966926337, 0.14049778527747508, 0.1549310808856868, 0.16936437649389852, 0.18379767210211023, 0.19823096771032195, 0.21266426331853366, 0.22709755892674538, 0.2415308545349571, 0.2559641501431688, 0.2703974457513805, 0.28483074135959224, 0.29926403696780396, 0.3, 0.2863026674239843, 0.2718693718157726, 0.25743607620756087, 0.24300278059934916, 0.22856948499113744, 0.21413618938292572, 0.199702893774714, 0.1852695981665023, 0.17083630255829058, 0.15640300695007886, 0.14196971134186714, 0.12753641573365543, 0.11310312012544371, 0.098669824517232, 0.08423652890902028, 0.06980323330080856, 0.05536993769259684, 0.04093664208438512, 0.026503346476173396, 0.012070050867961674, 0.0, 0.002363244740250049, 0.016796540348461772, 0.031229835956673495, 0.04566313156488522, 0.06009642717309694, 0.07452972278130866, 0.08896301838952039, 0.10339631399773211, 0.11782960960594382, 0.13226290521415554, 0.14669620082236726, 0.16112949643057897, 0.1755627920387907, 0.1801621323464678, 0.1899960876470024, 0.20442938325521412, 0.21886267886342584, 0.23329597447163755, 0.24772927007984927, 0.262162565688061, 0.2765958612962727, 0.29102915690448444, 0.3, 0.2945375474873038, 0.2801042518790921, 0.2656709562708804, 0.25123766066266867, 0.23680436505445696, 0.22237106944624524, 0.20793777383803352, 0.1935044782298218, 0.1790711826216101, 0.16463788701339838, 0.15020459140518666, 0.13577129579697494, 0.12133800018876323, 0.10690470458055151, 0.0924714089723398, 0.07803811336412808, 0.06360481775591637, 0.04917152214770464, 0.03473822653949292, 0.020304930931281197, 0.005871635323069474, 0.0, 0.00856166028514225, 0.02299495589335397, 0.037428251501565694, 0.05186154710977742, 0.06629484271798913, 0.08072813832620085, 0.09516143393441256, 0.10959472954262428, 0.124028025150836, 0.1384613207590477, 0.15289461636725943, 0.16732791197547114, 0.18176120758368286, 0.19619450319189458, 0.2106277988001063, 0.225061094408318, 0.23949439001652972, 0.25392768562474144, 0.26836098123295316, 0.28279427684116487, 0.2972275724493766, 0.3, 0.2883391319424117, 0.27390583633419996, 0.25947254072598824, 0.24503924511777653, 0.2306059495095648, 0.2161726539013531, 0.20173935829314138, 0.18730606268492966, 0.17287276707671795, 0.15843947146850623, 0.14400617586029452, 0.1295728802520828, 0.11513958464387108, 0.10070628903565937, 0.08627299342744765, 0.07183969781923594, 0.057406402211024214, 0.04297310660281249, 0.02853981099460077, 0.014106515386389046, 0.0, 0.00032678022182267897, 0.014760075830034402, 0.029193371438246123, 0.043626667046457845, 0.05805996265466957, 0.07249325826288129, 0.08692655387109302, 0.10135984947930474, 0.11579314508751645, 0.12262289164760637];[0.005, 0.0, 0.0023101767415438395, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.000254953217952977, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0041813218531651574, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0034066908790185237, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0018923095116226791, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0020340591235895036, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.004039572241198314, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.00011320360598613376, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.002365969195629923];[0.075, 0.07588163490354231, 0.07628898139328166, 0.07544895664610902, 0.07388746976303631, 0.0723259828799636, 0.07076449599689089, 0.06920300911381817, 0.06764152223074546, 0.06608003534767275, 0.06451854846460003, 0.06295706158152732, 0.0613955746984546, 0.05983408781538188, 0.05827260093230916, 0.05671111404923644, 0.05514962716616372, 0.053588140283091, 0.05202665340001828, 0.05194703217889213, 0.05046516651694556, 0.04890367963387284, 0.04734219275080012, 0.0457807058677274, 0.04421921898465468, 0.04265773210158196, 0.04109624521850924, 0.03953475833543652, 0.0379732714523638, 0.03641178456929108, 0.03485029768621836, 0.03328881080314564, 0.03172732392007292, 0.030165837037000202, 0.028604350153927482, 0.027042863270854763, 0.025481376387782043, 0.023919889504709323, 0.022358402621636603, 0.020796915738563883, 0.01949109989303934, 0.019235428855491163, 0.017673941972418443, 0.016112455089345723, 0.014550968206273005, 0.012989481323200287, 0.011427994440127568, 0.00986650755705485, 0.008305020673982132, 0.006743533790909414, 0.005182046907836696, 0.003620560024763977, 0.0020590731416912584, 0.0004975862586185397, 0.0, 0.001063900624454179, 0.0026253875075268975, 0.004186874390599616, 0.005748361273672335, 0.0073098481567450534, 0.008871335039817772, 0.01043282192289049, 0.011994308805963208, 0.012964832392813416, 0.013555795689035928, 0.015117282572108646, 0.016678769455181364, 0.018240256338254084, 0.019801743221326804, 0.021363230104399524, 0.022924716987472244, 0.024486203870544964, 0.026047690753617684, 0.027609177636690404, 0.029170664519763124, 0.030732151402835844, 0.03229363828590856, 0.03385512516898128, 0.035416612052054, 0.03697809893512672, 0.03853958581819944, 0.04010107270127216, 0.04166255958434488, 0.0432240464674176, 0.04478553335049032, 0.0454207646786662, 0.04634702023356304, 0.04790850711663576, 0.04946999399970848, 0.0510314808827812, 0.05259296776585392, 0.05415445464892664, 0.05571594153199936, 0.05727742841507208, 0.0588389152981448, 0.06040040218121752, 0.06196188906429024, 0.06352337594736296, 0.06508486283043567, 0.06664634971350838, 0.0682078365965811, 0.06976932347965381, 0.07133081036272652, 0.07289229724579924, 0.07445378412887195, 0.07601527101194466, 0.07757675789501738, 0.07787669696451893, 0.0791382447780901, 0.08069973166116282, 0.08226121854423553, 0.08382270542730824, 0.08538419231038095, 0.08694567919345367, 0.08850716607652638, 0.0900686529595991, 0.0916301398426718, 0.09319162672574452, 0.09475311360881723, 0.09631460049188995, 0.09787608737496266, 0.09943757425803537, 0.10099906114110808, 0.1025605480241808, 0.10412203490725351, 0.10568352179032622, 0.10724500867339894, 0.10880649555647165, 0.11033262925037159, 0.11036798243954436, 0.11192946932261708, 0.11349095620568979, 0.1150524430887625, 0.11661392997183521, 0.11817541685490793, 0.11973690373798064, 0.12129839062105335, 0.12285987750412607, 0.12359876347707212];4.171011200300633e-09;False
55;380;0.007790758249988378;[0.075, 0.00232760087356762, 0.07629205373787287];5.6640750098362975;-0.9719458160323051;433.55285670546846;[0.07317621952241798, 0.005, 0.08083255810189355];[];False;1;;[0.075, 0.075, 0.075, 0.07317621952241798];[0.005, 0.0, 0.00232760087356762, 0.005];[0.075, 0.07588163490354231, 0.07629205373787287, 0.08083255810189355];3.320773129677245e-11;False
56;380;0.006724496753087954;[0.075, 0.0033776634624535606, 0.07647720810372605];4.671410487192798;-0.02319153989895457;419.1114406296339;[];[0.16810327356115132, 0.002557421416598897, 0.11656427563683516];False;29;0.2683799504570655;[0.075, 0.075, 0.075, 0.005058733588999109, 0.0, 0.21049847292247295, 0.3, 0.17394432056605497, 0.0, 0.04161288594541712, 0.2571700924568892, 0.3, 0.12727270103163868, 0.0, 0.08828450547983341, 0.3, 0.29615828800869454, 0.08060108149722245, 0.01026961409810681, 0.0, 0.13495612501424964, 0.3, 0.24948666847427828, 0.03392946196280619, 0.0, 0.18162774454866587, 0.3, 0.20281504893986202, 0.0, 0.012742157571610048, 0.22829936408308213, 0.3, 0.1561434294054458, 0.0, 0.0594137771060263, 0.2749709836174984, 0.3, 0.1094718098710295, 0.0, 0.10608539664044257, 0.3, 0.2783573968480853, 0.16810327356115132];[0.005, 0.0, 0.0033776634624535606, 0.005, 0.004882659140214598, 0.0, 0.0020760504491127677, 0.005, 0.000965239961559867, 0.0, 0.005, 0.004006530372232502, 0.0, 0.002952179217094863, 0.005, 8.911119357777122e-05, 0.0, 0.005, 0.0033686124779276965, 0.0031304016042504055, 0.0, 0.00382830798507696, 0.005, 0.0, 0.0007870175744043252, 0.005, 0.0022542728362683092, 0.0, 0.004704436753059056, 0.005, 0.0, 0.0016631463423864216, 0.005, 0.001378144068286213, 0.0, 0.005, 0.004419434478958848, 0.0, 0.0025392751103685174, 0.005, 0.0005020153003041181, 0.0, 0.002557421416598897];[0.075, 0.07588163490354231, 0.07647720810372605, 0.07360874367219633, 0.0734012724879693, 0.06476820915564074, 0.061097530024942316, 0.05592767463908516, 0.04879378756191534, 0.04708714012252958, 0.038246605605973996, 0.036490045098888355, 0.02940607108941841, 0.024186302635861374, 0.020565536572862825, 0.011882560172834393, 0.011725002056307242, 0.0028844675397516565, 0.0, 0.000421182290192591, 0.005956066976803928, 0.012724924753219572, 0.01479660149335951, 0.023637136009915096, 0.025028667216246553, 0.03247767052647068, 0.03733240967927354, 0.04131820504302627, 0.04963615214230052, 0.050158739559581854, 0.05899927407613744, 0.061939894605327506, 0.06783980859269302, 0.07424363706835449, 0.07668034310924861, 0.0855208776258042, 0.08654737953138147, 0.09436141214235978, 0.09885112199440846, 0.10320194665891537, 0.11115486445743544, 0.11204248117547096, 0.11656427563683516];9.969498021744508e-09;False
57;380;0.003495463543733321;[0.075, 0.003442359598240103, 0.07527465402907184];1.8576964037472123;0.9684461212344956;469.2708302065761;[0.07607102197372112, 0.005, 0.07471693244395511];[];False;0;;[0.075, 0.075, 0.07607102197372112];[0.005, 0.003442359598240103, 0.005];[0.075, 0.07527465402907184, 0.07471693244395511];1.487952876329783e-11;False
58;380;0.003605744015551784;[0.075, 0.00355096466189277, 0.07525550402610831];3.1819185815921656;0.36617780026494395;428.9659788801306;[];[];False;24;;[0.075, 0.075, 0.07216491061320991, 0.06573997441995622, 0.06086305532642648, 0.05270122796407357, 0.049561200039643045, 0.03966248150819091, 0.03825934475285961, 0.026957489466076175, 0.02662373505230826, 0.015655634179292742, 0.013584988596425613, 0.00435377889250931, 0.0005462421405429637, 0.0, 0.006948076394274122, 0.012492504315339686, 0.018249931681057555, 0.025531250771222334, 0.029551786967840984, 0.03856999722710498, 0.040853642254624414, 0.05160874368298763, 0.052155497541407844, 0.06345735282819127, 0.06464749013887028, 0.0747592081149747, 0.07768623659475292, 0.08606106340175813, 0.09072498305063557, 0.09736291868854158, 0.10376372950651823];[0.005, 0.00355096466189277, 0.0024637859992879063, 0.0, 0.0018701640951571047, 0.005, 0.0037958858103978844, 0.0, 0.0005380642840471272, 0.004872014378492139, 0.005, 0.0007940355270628502, 0.0, 0.003539914567382161, 0.005, 0.004790531190098985, 0.002126135338172828, 0.0, 0.002207814756272183, 0.005, 0.003458235149282806, 0.0, 0.000875714945162205, 0.005, 0.004790334960392785, 0.00045638486594777334, 0.0, 0.003877565228497238, 0.005, 0.001788484677057751, 0.0, 0.0025454654173872604, 0.005];[0.075, 0.07525550402610831, 0.0, 0.1705455262933808, 0.3, 0.08334988844094962, 0.0, 0.2627546968247199, 0.3, 0.0, 0.008859282090389465, 0.3, 0.24503613264394097, 0.0, 0.10106845262172857, 0.11556807573710542, 0.3, 0.15282696211260183, 0.0, 0.1932776231530677, 0.3, 0.06061779158126271, 0.0, 0.2854867936844069, 0.3, 0.0, 0.03159137895007646, 0.3, 0.22230403578425398, 0.0, 0.12380054948141557, 0.3, 0.13009486525291486];1.0036687395753745e-08;True
59;380;0.0024456929130933745;[0.075, 0.0024085373423013688, 0.07545694478605074];0.3372310729071042;1.0009002167822632;464.8436421268753;[0.07666066625537193, 0.005, 0.08423529183944825];[];False;0;;[0.075, 0.075, 0.07666066625537193];[0.005, 0.0024085373423013688, 0.005];[0.075, 0.07545694478605074, 0.08423529183944825];3.0357367485961215e-11;False
60;380;0.0006715026283171501;[0.075, 0.0006613009945348053, 0.0757650296958365];4.375694227884595;-1.0580179497469195;477.8436481302492;[0.0725572600290193, 0.005, 0.07402223853180183];[];False;0;;[0.075, 0.075, 0.0725572600290193];[0.005, 0.0006613009945348053, 0.005];[0.075, 0.0757650296958365, 0.07402223853180183];2.1855659688361867e-11;False
61;380;0.00404822907415859;[0.075, 0.003986727378200814, 0.0751786673020364];2.4918959063295247;-0.8493387446516428;428.9659788801306;[0.08290517498204493, 0.005, 0.05942451778211195];[];False;1;;[0.075, 0.075, 0.07850692484639456, 0.08290517498204493];[0.005, 0.003986727378200814, 0.0, 0.005];[0.075, 0.0751786673020364, 0.06818974947153619, 0.05942451778211195];5.248807244337329e-11;False
62;380;0.014410485733732324;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
63;380;0.004092362140750187;[0.075, 0.004030189964344423, 0.07517100367544792];0.21215490898601932;0.7873948027448211;464.8436421268753;[0.07596594502579695, 0.005, 0.08152574760291628];[];False;0;;[0.075, 0.075, 0.07596594502579695];[0.005, 0.004030189964344423, 0.005];[0.075, 0.07517100367544792, 0.08152574760291628];2.4442271419092312e-11;False
64;380;0.0075127793211011125;[0.075, 0.0026013566779098285, 0.07634032427230396];2.973994119944749;0.5049864910312787;436.7508539799367;[];[0.14731853689039937, 0.002578676585241563, 0.18792607136245623];False;7;0.2523603297418939;[0.075, 0.075, 0.075, 0.0793391196802984, 0.08630356152430037, 0.08838406529671732, 0.09742901091313623, 0.10647395652955514, 0.11551890214597406, 0.12456384776239297, 0.13072397091625235, 0.1336087933788119, 0.14265373899523082, 0.14731853689039937];[0.005, 0.0, 0.0026013566779098285, 0.005, 0.0011500919190936291, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0034052847939058674, 0.005, 0.0, 0.002578676585241563];[0.075, 0.07588163490354231, 0.07634032427230396, 0.04703541866903938, 0.0, 0.014050999085077478, 0.07513741683919434, 0.1362238345933112, 0.19731025234742805, 0.2583966701015449, 0.3, 0.2805169121443382, 0.21943049439022136, 0.18792607136245623];1.0672136853268687e-09;False
65;380;0.003988806175661438;[0.075, 0.003928207247054361, 0.07518898598007212];3.8582578635310423;-0.7275590304145665;485.2082870573262;[0.07379645684008632, 0.005, 0.07333909144222535];[];False;0;;[0.075, 0.075, 0.07379645684008632];[0.005, 0.003928207247054361, 0.005];[0.075, 0.07518898598007212, 0.07333909144222535];1.5898282532017737e-11;False
66;380;0.005916032951263556;[0.075, 0.004173844882519953, 0.07661759636962254];2.76587092460836;-0.1721809727077151;403.5353868874307;[];[0.14828757506163787, 0.001428922751645129, 0.11196284518177946];False;3;0.27797510856022406;[0.075, 0.075, 0.075, 0.09900100738020887, 0.10477571692370044, 0.12775268365922562, 0.14828757506163787];[0.005, 0.0, 0.004173844882519953, 0.0, 0.001004238759412092, 0.005, 0.001428922751645129];[0.075, 0.07588163490354231, 0.07661759636962254, 0.0148592346605389, 0.0, 0.05912334428930112, 0.11196284518177946];4.4941630725344023e-10;False
67;380;0.0048437153205808225;[0.075, 0.004770128401092009, 0.07504053256498606];2.1691050780553827;0.9606016005745578;419.1114406296339;[0.0751607282331706, 0.005, 0.07484933478501844];[];False;0;;[0.075, 0.075, 0.0751607282331706];[0.005, 0.004770128401092009, 0.005];[0.075, 0.07504053256498606, 0.07484933478501844];1.1435316381901995e-11;False
68;380;0.0025442218611190126;[0.075, 0.0025055694142131543, 0.07543983541377863];3.05657349535211;-0.33892005981453943;538.7568813673284;[];[0.11587841949402741, 0.0019049837668324303, 0.1668533481621266];False;4;0.10128772454812904;[0.075, 0.075, 0.08106359255683274, 0.08210754932852468, 0.0962910504684377, 0.1051765529983872, 0.11047455160835071, 0.11587841949402741];[0.005, 0.0025055694142131543, 0.00036801800958516633, 0.0, 0.005, 0.001867662489572021, 0.0, 0.0019049837668324303];[0.075, 0.07543983541377863, 0.0, 0.012988327678249763, 0.18945153518391422, 0.3, 0.2340852573104213, 0.1668533481621266];1.0883209869346875e-09;False
69;380;0.01073316877937123;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
70;380;0.008558297258050912;[0.075, 0.0015717225076883373, 0.07615877198783454];2.5347101984670437;-0.8364633692933342;492.4594622177664;[0.0809326295855193, 0.005, 0.06340693625144612];[];False;2;;[0.075, 0.075, 0.075, 0.07641887418989916, 0.0809326295855193];[0.005, 0.0, 0.0015717225076883373, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07615877198783454, 0.07310898599675254, 0.06340693625144612];5.421094989425351e-11;False
